,name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre,genreEncoded,grouped_genres
5604,One Day,223741,False,52,Omoinotake,Long for,0.568,0.727,1,-5.415,1.0,0.0542,0.0343,0.0,0.197,0.797,162.811,4.0,597.0,j-idol,14,3
5605,"O Lord, You’re Beautiful (with Steffany Gretzinger)",235599,False,39,Chris Tomlin;Steffany Gretzinger,Always,0.406,0.121,5,-11.65,1.0,0.0373,0.806,0.0,0.115,0.387,118.071,4.0,459.0,afrobeat,0,0
5606,The Heartless,189405,False,49,Tha Playah;Angerfist,Sick And Twisted,0.526,0.966,2,-0.902,1.0,0.3,0.0257,0.000195,0.336,0.221,185.083,4.0,580.0,happy,8,3
5607,Your Love - Alan Dixon 'Love Attack' Remix,240000,False,14,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle;Alan Dixon,Your Love (Alan Dixon 'Love Attack' Remix),0.6,0.857,4,-6.635,1.0,0.036,0.013,0.624,0.088,0.385,126.019,4.0,502.0,chicago-house,5,2
5608,Jorge de Capadócia,355946,False,17,cacique'97,Cacique'97,0.78,0.818,11,-8.631,0.0,0.0511,0.19,0.00634,0.174,0.934,114.989,4.0,668.0,afrobeat,0,0
5609,Allema Timba,279595,False,23,Alogte Oho & His Sounds of Joy,Mam Yinne Wa,0.631,0.458,5,-8.889,0.0,0.0327,0.384,0.0316,0.186,0.945,141.12,4.0,653.0,afrobeat,0,0
5610,Opr,233965,False,59,Gesaffelstein,Conspiracy Pt.2,0.748,0.549,6,-5.447,0.0,0.065,0.00268,0.792,0.196,0.197,101.033,4.0,392.0,techno,19,2
5611,Corporate Slave,299573,False,19,Snog,Sixteen Easy Tunes For The End Times,0.661,0.938,6,-4.615,0.0,0.066,0.00539,0.19,0.327,0.392,130.717,4.0,639.0,industrial,11,3
5612,This Year for Christmas,210161,False,17,Phil Wickham,Christmas,0.365,0.487,9,-6.523,1.0,0.0374,0.204,0.0,0.0934,0.474,207.881,3.0,482.0,iranian,12,2
5613,I Come Correct - Ruthless Edit,142590,False,20,Promo;Ruthless,Decibel Outdoor 2021,0.642,0.953,6,-4.333,0.0,0.466,0.16,0.000773,0.0851,0.277,164.966,4.0,381.0,happy,8,3
5614,Lábios Divididos,249679,False,54,Moleca 100 Vergonha,Sempre Haverá Amor - Vol 08 - A Caceteira do Forro,0.612,0.928,0,-2.862,0.0,0.0408,0.304,0.0,0.423,0.736,81.008,4.0,334.0,forro,7,0
5615,Mar y cielo,183546,False,30,Luz Casal,La Pasión,0.792,0.606,5,-5.244,0.0,0.0297,0.64,0.000194,0.18,0.549,115.868,4.0,339.0,spanish,17,0
5616,Km 0,236495,False,30,Brock Ansiolitiko,Km 0,0.617,0.752,11,-7.175,1.0,0.0542,0.633,0.0,0.164,0.731,84.915,4.0,331.0,spanish,17,0
5617,Every Day Is a Saturday,218571,False,43,Pronobozo,Hackwave,0.222,0.922,9,-3.883,0.0,0.0849,4.31e-05,0.894,0.358,0.395,140.102,4.0,539.0,breakbeat,4,2
5618,Pretty Green Eyes - Radio Edit,201920,False,61,Ultrabeat,Pretty Green Eyes (Remixes),0.553,0.775,1,-10.284,1.0,0.043,0.212,0.0,0.0728,0.51,139.993,4.0,457.0,techno,19,2
5619,Necklace - Coffe Ambience,154180,False,34,Azurenity,Necklace,0.418,0.152,0,-14.617,1.0,0.107,0.866,0.949,0.0962,0.152,147.867,4.0,372.0,study,18,1
5620,Oxydation,148500,False,11,static breather,Oxydation,0.719,0.396,6,-12.47,1.0,0.0773,0.0702,0.275,0.0815,0.529,159.964,4.0,390.0,study,18,1
5621,See It For Yourself,136853,False,1,Heléne Lundström,Small steps,0.759,0.349,2,-8.561,1.0,0.0307,0.512,2.21e-06,0.451,0.59,119.947,4.0,270.0,disney,6,0
5622,Muito pra Te Dar - Ao Vivo,278495,False,39,Walkyria Santos;Luíza & Maurílio,Walkyria Santos Única (Ao Vivo),0.611,0.831,11,-5.07,1.0,0.0581,0.287,0.0,0.212,0.51,102.035,4.0,475.0,forro,7,0
5623,羽根の記憶,342386,False,19,Nogizaka46,それぞれの椅子,0.56,0.879,10,-3.491,1.0,0.041,0.588,0.0,0.157,0.593,134.972,4.0,756.0,j-idol,14,3
5624,Nada en Su Lugar,201626,False,44,Canticuénticos,Nada en Su Lugar,0.643,0.472,7,-7.75,1.0,0.174,0.655,0.0,0.0561,0.792,124.214,4.0,374.0,spanish,17,0
5625,Adora Skyline,170500,False,14,Stumbleine,Infinite Overcast,0.393,0.831,1,-6.696,1.0,0.0328,0.00146,0.97,0.147,0.561,95.024,4.0,268.0,idm,9,2
5626,匆匆那年,241000,False,55,Faye Wong,匆匆那年,0.547,0.343,10,-10.475,0.0,0.0301,0.954,0.00112,0.113,0.401,127.977,3.0,502.0,mandopop,15,0
5627,The Carnival of the Animals: Introduction (feat. Nina Flyer & Chie Nagatani),56843,False,1,David Ogden Stiers;Chie Nagatani;Nina Flyer,Ferdinand the Bull and Friends (feat. Nina Flyer and Chie Nagatani),0.546,0.0727,0,-20.182,1.0,0.192,0.93,0.000111,0.14,0.146,103.801,4.0,93.0,disney,6,0
5628,Switchback,302693,False,53,Celldweller,Celldweller (Deluxe Edition),0.44,0.834,10,-6.655,1.0,0.0412,1.76e-05,0.000131,0.284,0.356,112.932,4.0,568.0,industrial,11,3
5629,Seu Bebê Tá Bebo - Ao Vivo,144540,False,42,Os Barões Da Pisadinha,"Da Roça Pra Cidade (Ao Vivo), Vol. 03",0.666,0.952,0,-2.847,1.0,0.0622,0.475,0.0,0.0502,0.814,172.142,4.0,400.0,forro,7,0
5630,Ken Tavr,307896,False,44,Ishome,Confession,0.612,0.427,10,-11.645,0.0,0.0521,0.539,0.924,0.115,0.0693,91.016,4.0,465.0,idm,9,2
5631,真冬の恋人たち,284506,False,16,Seiko Matsuda,SEIKO STORY〜80's HITS COLLECTION〜,0.663,0.274,7,-10.031,1.0,0.0295,0.94,7.18e-05,0.0925,0.186,112.78,3.0,524.0,j-idol,14,3
5632,なないろ☆ナミダ,293666,False,32,Tomato N' Pine,なないろ☆ナミダ,0.621,0.882,8,-5.268,1.0,0.0278,0.00138,6.07e-05,0.187,0.667,127.047,4.0,604.0,j-idol,14,3
5633,Amiga,287440,False,13,Rival Consoles,Kid Velo,0.688,0.847,2,-5.715,0.0,0.0619,0.000177,0.753,0.0858,0.537,130.001,4.0,612.0,idm,9,2
5634,道聽途說,298965,False,24,Lin Hsin Yi,I'm Singing,0.378,0.521,7,-8.482,1.0,0.0547,0.346,0.0,0.249,0.188,167.889,4.0,823.0,mandopop,15,0
5635,Dos Locos (Tontos e Loucos) / Novo Namorado,178651,False,46,Solange Almeida,"Entre Nós, Minha História",0.68,0.865,4,-4.17,1.0,0.134,0.123,0.0,0.608,0.689,177.785,4.0,528.0,forro,7,0
5636,Sweet Boiled Candy,138344,False,28,The Wiggles,The Wiggles Nursery Rhymes 2,0.631,0.508,2,-6.255,1.0,0.028,0.0921,0.0,0.356,0.426,124.937,4.0,281.0,disney,6,0
5637,Moon Maniac - 2021 Remastered,369500,False,9,arai tasuku,Sin of Children: re,0.141,0.673,6,-11.54,0.0,0.0612,0.876,0.798,0.144,0.0689,90.534,4.0,477.0,idm,9,2
5638,You Were There,93773,False,0,Casino Versus Japan,Whole Numbers Play the Basics,0.574,0.926,5,-8.288,1.0,0.0692,0.475,0.905,0.136,0.179,139.998,4.0,217.0,idm,9,2
5639,ピンクのモーツァルト(SEIKO STORY〜80's HITS COLLECTION〜),238546,False,18,Seiko Matsuda,SEIKO STORY〜80's HITS COLLECTION〜,0.749,0.667,5,-7.394,0.0,0.0407,0.0659,1.84e-05,0.144,0.832,124.241,4.0,480.0,j-idol,14,3
5640,Old Engine Oil,191213,False,1,The Budos Band,V,0.366,0.91,2,-6.157,1.0,0.0415,0.00119,0.834,0.101,0.322,92.94,4.0,295.0,afrobeat,0,0
5641,World Serpent (Devourer of Dreams),385562,False,13,In Aphelion,Moribund,0.212,0.987,7,-4.749,1.0,0.251,0.00045,0.000421,0.289,0.0357,94.916,4.0,596.0,black-metal,1,2
5642,Polo,224333,False,45,Fresno,Redenção,0.543,0.941,1,-4.036,1.0,0.0418,0.0184,0.0,0.11,0.752,145.135,4.0,532.0,brazil,3,0
5643,Schicksal der Götter,334354,False,21,Obscurity,Vintar,0.295,0.997,2,-3.62,1.0,0.154,0.000324,0.000268,0.396,0.0785,178.129,4.0,991.0,black-metal,1,2
5644,Trouble in Your Mind,175386,False,24,Carolina Chocolate Drops,Genuine Negro Jig,0.456,0.64,7,-5.645,1.0,0.0326,0.891,2.23e-05,0.126,0.898,140.597,4.0,398.0,bluegrass,2,0
5645,Save the Last Dance for Me,218613,False,57,Michael Bublé,It's Time,0.745,0.45,4,-9.121,1.0,0.0354,0.288,0.0,0.0538,0.807,133.952,4.0,478.0,j-idol,14,3
5646,The Wonderer,313237,False,1,Kahtmayan,Resurrection 1,0.588,0.906,6,-4.664,1.0,0.0911,0.0099,0.045,0.0626,0.28,108.994,3.0,555.0,iranian,12,2
5647,Tetap Setia,273573,False,42,Mike Mohede,Kemenanganku,0.347,0.515,5,-6.115,1.0,0.0279,0.555,0.0,0.139,0.278,125.927,4.0,556.0,j-dance,13,0
5648,Kodama,547400,False,42,Alcest,Kodama,0.466,0.573,3,-9.266,1.0,0.031,0.000925,0.782,0.341,0.245,104.996,3.0,947.0,black-metal,1,2
5649,Ready Pa Morir,191346,True,61,Yung Beef;Steve Lean,A.D.R.O.M.I.C.F.M.S. 2,0.679,0.485,6,-9.509,1.0,0.324,0.382,0.0,0.099,0.254,72.896,4.0,231.0,spanish,17,0
5650,If I Can't Get Down - Mousse T.'s Funky Shizzle Extended Mix,442235,False,32,Mike Dunn;Mousse T.,Defected Presents House Masters: Mike Dunn,0.837,0.921,0,-3.825,1.0,0.089,0.0261,0.545,0.28,0.801,124.044,4.0,913.0,chicago-house,5,2
5651,HACK,192000,False,52,Shuta Sueyoshi,WONDER HACK,0.686,0.861,0,-8.613,1.0,0.0586,0.00939,2.1e-05,0.135,0.978,154.994,4.0,492.0,j-dance,13,0
5652,Get It While You Can,323333,False,29,Keller & The Keels,Thief,0.594,0.432,7,-8.856,1.0,0.0305,0.593,0.00366,0.0862,0.445,103.81,4.0,550.0,bluegrass,2,0
5653,步步,273946,False,52,Mayday,步步,0.386,0.647,0,-5.71,1.0,0.0281,0.00734,0.0,0.0779,0.304,139.965,4.0,620.0,mandopop,15,0
5654,Spheres,282023,False,13,Plump DJs,Spheres,0.76,0.706,1,-4.836,1.0,0.0481,0.00346,0.783,0.0938,0.409,125.957,4.0,592.0,breakbeat,4,2
5655,Club de fans de John Boy,231160,False,58,Love of Lesbian,1999 (o como generar incendios de nieve con una lupa enfocando la luna),0.644,0.819,11,-8.05,1.0,0.0324,0.136,0.00283,0.233,0.782,132.037,4.0,497.0,spanish,17,0
5656,Rab Ka Shukrana,299573,False,56,Pritam;Mohit Chauhan,Jannat 2 (Original Motion Picture Soundtrack),0.602,0.559,10,-6.203,1.0,0.0426,0.615,0.0,0.131,0.44,122.017,4.0,597.0,indian,10,0
5657,Looking C$nt,306141,False,6,Ralphi Rosario;Aneeta Beat,2 Sides to the Story,0.835,0.951,11,-5.805,1.0,0.065,0.000502,0.0349,0.0399,0.349,127.008,4.0,646.0,chicago-house,5,2
5658,Halkat Jawani,238426,False,54,Salim–Sulaiman;Sunidhi Chauhan,Heroine (Original Motion Picture Soundtrack),0.709,0.812,6,-2.497,1.0,0.119,0.108,2.11e-06,0.465,0.908,131.984,4.0,517.0,indian,10,0
5659,See the Roses,187500,False,12,Justnormal,Summer In Roses,0.687,0.385,9,-8.937,1.0,0.0573,0.714,0.842,0.0932,0.354,159.993,4.0,499.0,study,18,1
5660,Feel Alright,271440,False,13,Audio Bullys,Higher Than the Eiffel,0.662,0.83,3,-2.467,1.0,0.394,0.167,5.55e-05,0.105,0.525,99.939,4.0,443.0,breakbeat,4,2
5661,West Virginia Ground,188866,False,21,Dwight McCall,Never Say Never Again,0.673,0.669,10,-5.064,1.0,0.0296,0.54,0.00164,0.25,0.909,99.867,4.0,302.0,bluegrass,2,0
5662,My Ruin,337171,True,25,Sevendust,Sevendust (Definitive Edition),0.253,0.72,6,-7.925,1.0,0.0514,0.000558,0.0025,0.111,0.533,82.477,4.0,492.0,industrial,11,3
5663,This One - Extended Mix,404637,False,0,Dennis Sheperd;Scott Cameron;RELEJI,Black Hole Trance Music 10-22,0.715,0.641,2,-9.541,1.0,0.0574,0.000373,0.917,0.0642,0.228,124.006,4.0,835.0,techno,19,2
5664,Shorty,183000,False,63,FERNANDOCOSTA,Tirititando,0.607,0.587,11,-8.409,1.0,0.171,0.101,0.0,0.139,0.26,171.946,4.0,519.0,spanish,17,0
5665,Mumbai,511529,False,25,Alexander Alar;Bakhova,Mumbai,0.755,0.818,5,-7.196,1.0,0.0425,0.00117,0.823,0.0947,0.0852,121.999,4.0,1039.0,techno,19,2
5666,Lost For Words,321112,False,16,Keeno;Walk:r;Natalie Wood,Lost For Words,0.518,0.753,8,-3.847,1.0,0.0487,0.000811,0.218,0.122,0.115,174.005,4.0,916.0,idm,9,2
5667,Tara,272281,False,37,Deepak Rathore Project,Tara,0.647,0.405,4,-11.187,0.0,0.0514,0.807,0.000555,0.206,0.288,163.992,4.0,743.0,indian,10,0
5668,Lover,253888,False,9,Luke Vibert,Luke Vibert presents Rave Hop,0.67,0.926,1,-4.776,0.0,0.0365,0.0252,0.169,0.196,0.659,108.008,4.0,456.0,idm,9,2
5669,Capturing Matrix,292253,False,24,Rexanthony,Best Of Rexanthony from Cocoricò 2 & 3,0.516,0.961,5,-6.613,1.0,0.0514,0.000479,0.82,0.292,0.482,158.797,4.0,748.0,happy,8,3
5670,Tsumi No Kaori,214200,False,50,Fujii Kaze,HELP EVER HURT NEVER,0.517,0.861,11,-5.745,0.0,0.0644,0.0466,0.0,0.31,0.842,154.963,4.0,541.0,j-dance,13,0
5671,Shakedown Street - Live,508680,False,25,Yonder Mountain String Band,Dear Jerry: Celebrating The Music Of Jerry Garcia (Live),0.591,0.729,0,-12.144,1.0,0.0378,0.093,0.0534,0.987,0.568,108.157,4.0,915.0,bluegrass,2,0
5672,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,237000,False,56,A-Lin,有一種悲傷 (電影《比悲傷更悲傷的故事》主題曲),0.363,0.233,7,-11.531,1.0,0.0499,0.901,4.79e-06,0.109,0.341,77.378,4.0,305.0,mandopop,15,0
5673,Cheyenne,210400,False,23,The Bluegrass Album Band,"The Bluegrass Album, Vol. 4",0.422,0.396,2,-13.543,1.0,0.0374,0.435,0.586,0.0826,0.653,114.778,4.0,391.0,bluegrass,2,0
5674,Makin' Memories,206266,False,26,Disney Studio Chorus,The Sherman Brothers Songbook,0.518,0.558,7,-7.967,1.0,0.173,0.35,0.0,0.309,0.791,160.693,4.0,542.0,disney,6,0
5675,Poderoso Deus,290600,False,48,Tony Allysson,Poderoso Deus,0.488,0.553,0,-6.097,1.0,0.0306,0.52,9.49e-06,0.16,0.217,139.816,4.0,623.0,brazil,3,0
5676,畫 (Live Piano Session II),168739,False,51,G.E.M.,畫 (Live Piano Session II) - Single,0.7,0.158,2,-13.682,1.0,0.0398,0.817,0.0,0.11,0.329,100.825,4.0,274.0,mandopop,15,0
5677,Gozume Bak,82120,True,0,DEHA INC.,Gozume Bak,0.562,0.868,7,-4.902,1.0,0.259,0.00165,0.0768,0.372,0.367,151.982,4.0,208.0,black-metal,1,2
5678,Siempre me quedará,229373,False,62,Bebe,Pafuera Telarañas,0.756,0.578,9,-7.369,0.0,0.118,0.442,0.00552,0.18,0.771,77.064,4.0,296.0,spanish,17,0
5679,Electroshock,303436,False,9,Freestylers,Other Worlds,0.612,0.921,4,-5.37,0.0,0.0388,0.0303,0.227,0.363,0.692,128.009,4.0,644.0,breakbeat,4,2
5680,成全,276395,False,51,Rene Liu,年華,0.582,0.613,11,-5.884,1.0,0.0385,0.513,2.02e-06,0.124,0.445,167.94,4.0,752.0,mandopop,15,0
5681,"Para Reiki: Gotas de Agua, Pt. 01",104025,False,42,Reiki Armonía,Sonidos de Fondo para Reiki: Gotas de Agua,0.173,0.895,1,-33.335,1.0,0.0431,0.152,0.992,0.92,0.00312,94.917,3.0,163.0,mandopop,15,0
5682,You Are the Reason - Piano & Cello,173406,False,36,Benny Martin;The Wong Janice,You Are the Reason (Piano & Cello),0.193,0.134,10,-17.84,1.0,0.0486,0.973,0.88,0.116,0.0959,171.485,3.0,480.0,disney,6,0
5683,Islamic Capitalism,60056,False,0,Najand,In the Night of Revolution,0.149,0.868,3,3.156,0.0,0.0767,0.191,0.865,0.625,0.0494,136.188,3.0,125.0,iranian,12,2
5684,Fabulous,240308,False,20,Freestylers;Scarlett Quinn,Other Worlds,0.861,0.834,2,-3.792,1.0,0.0555,0.00837,0.00156,0.017,0.824,108.003,4.0,432.0,breakbeat,4,2
5685,Nessaja - Live,221680,False,16,Scooter,Excess All Areas - Live 2006,0.491,0.903,2,-6.108,1.0,0.0524,0.0228,0.000552,0.702,0.0808,143.075,4.0,526.0,happy,8,3
5686,Baatein Kuch Ankahee,275413,False,59,Pritam;Adnan Sami,Life In A Metro (Original Motion Picture Soundtrack),0.658,0.537,0,-7.604,1.0,0.0281,0.156,2.88e-06,0.176,0.231,121.968,4.0,554.0,indian,10,0
5687,Onkel Fritze,186653,False,27,Eisregen,Satan liebt dich,0.488,0.993,10,-4.666,1.0,0.194,0.000421,3.22e-06,0.353,0.152,140.043,4.0,422.0,black-metal,1,2
5688,Can You Feel It - Kevin Saunderson Remix,208210,False,24,Chez Damier;Kevin Saunderson,Can You Feel It (Kevin Saunderson Remix),0.621,0.99,1,-6.595,1.0,0.0429,0.000157,0.877,0.124,0.669,125.983,4.0,432.0,chicago-house,5,2
5689,Frightened Teeth,130771,False,22,Avhath,Frightened Teeth,0.175,0.983,0,-4.698,1.0,0.121,8.78e-06,0.877,0.362,0.107,170.244,4.0,346.0,black-metal,1,2
5690,Big Sandy River,149226,False,23,Kenny Baker,Plays Bill Monroe,0.562,0.668,9,-13.485,1.0,0.036,0.531,0.487,0.136,0.923,135.505,4.0,324.0,bluegrass,2,0
5691,The Menace,176242,True,19,Vybz Kartel,Born Fi Dis (Prelude),0.622,0.792,9,-3.752,0.0,0.379,0.134,0.0,0.238,0.664,131.512,5.0,296.0,j-dance,13,0
5692,Permanent Changes in Consciousness,114773,False,24,Wolves In The Throne Room,Celestial Lineage,0.103,0.364,5,-21.217,1.0,0.0479,0.844,0.923,0.13,0.117,79.371,4.0,193.0,black-metal,1,2
5693,E Deixe o Tempo Ver - Ao Vivo,210986,False,40,Humberto & Ronaldo,Romance (Ao Vivo),0.633,0.949,4,-3.889,1.0,0.0542,0.416,0.0,0.945,0.512,138.022,4.0,482.0,forro,7,0
5694,Snot,201933,True,30,Snot,The Ultimate Skate Metal Album Vol.1,0.584,0.976,1,-3.868,1.0,0.156,0.00431,0.0387,0.333,0.535,140.306,4.0,465.0,industrial,11,3
5695,Taking a Gap Year,235756,False,25,Matt Large,Taking a Gap Year,0.641,0.343,8,-9.06,1.0,0.0527,0.692,0.88,0.114,0.345,148.2,4.0,577.0,study,18,1
5696,Un Traguito,184185,False,0,Lérica;Belinda,Carrete con besties,0.642,0.851,0,-3.448,1.0,0.103,0.143,0.0,0.776,0.653,96.996,4.0,293.0,spanish,17,0
5697,マホロバケーション -ZZ ver.-,266932,False,21,Momoiro Clover Z,ZZ's Ⅱ,0.608,0.964,1,-1.158,0.0,0.0693,0.0367,0.000101,0.252,0.762,144.993,4.0,636.0,j-idol,14,3
5698,Secret Pelle,140066,False,19,Kettel,Ibb & Obb (Original Soundtrack),0.519,0.25,8,-18.017,1.0,0.0338,0.917,0.526,0.182,0.258,83.989,4.0,192.0,idm,9,2
5699,Cheap Reward,190306,False,28,The Devil Makes Three,Do Wrong Right,0.66,0.559,9,-8.0,1.0,0.0356,0.484,3.65e-05,0.102,0.887,105.774,3.0,320.0,bluegrass,2,0
5700,Xeroxed,175919,True,29,Mushroomhead,M3,0.329,0.835,11,-5.418,1.0,0.175,0.0154,0.019,0.131,0.188,92.511,3.0,271.0,industrial,11,3
5701,Der Sommer von damals,219373,False,18,Wolfgang Petry,Nie genug,0.671,0.9,9,-4.278,1.0,0.028,0.169,1.63e-05,0.338,0.968,120.028,4.0,435.0,happy,8,3
5702,夏天,226240,False,59,Nicky Lee,好玖,0.557,0.726,8,-6.702,1.0,0.0317,0.594,2.4e-06,0.0686,0.55,94.003,4.0,348.0,mandopop,15,0
5703,Abre la Ventana,198997,False,42,Dúo Karma,Firmamento,0.793,0.532,7,-8.571,1.0,0.086,0.562,7.5e-06,0.211,0.965,95.962,4.0,317.0,spanish,17,0
5704,It's a Biz (Ain't Nobody) - Extended,340673,False,18,Scooter,It's a Biz (Ain't Nobody),0.685,0.85,6,-4.303,0.0,0.141,0.000208,2.05e-05,0.0493,0.618,129.997,4.0,733.0,techno,19,2
5705,Claw Of Death,218080,False,0,Cursed Kingdom,The Wasteland,0.206,0.946,1,-7.083,1.0,0.0881,3.07e-06,0.814,0.836,0.0369,195.0,4.0,692.0,iranian,12,2
5706,Barry's Bounce,100413,False,30,Andy Thorn,Songs of the Sunrise Fox,0.502,0.33,10,-15.249,1.0,0.0491,0.988,0.778,0.0845,0.923,142.278,4.0,224.0,bluegrass,2,0
5707,My Heart Goes (La Di Da) (feat. Topic),148960,False,72,Becky Hill;Topic,Only Honest On The Weekend,0.695,0.781,7,-5.578,0.0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,4.0,304.0,chicago-house,5,2
5708,Willow Whip,187764,False,29,Vanilla Beach,Willow Whip,0.822,0.551,7,-13.635,1.0,0.186,0.424,0.789,0.678,0.283,85.0,4.0,263.0,study,18,1
5709,Tú y las nubes,255520,False,29,Juan Perro,Un Mundo Raro: Las Canciones de José Alfredo Jiménez,0.351,0.48,7,-8.732,1.0,0.0466,0.179,5.11e-06,0.0938,0.282,179.512,3.0,756.0,spanish,17,0
5710,A Fênix,237844,False,50,Rosa de Saron,Lunação,0.492,0.86,5,-4.333,1.0,0.0524,0.0113,0.0,0.204,0.334,134.166,4.0,518.0,brazil,3,0
5711,Impressed - Rework,492835,False,39,Solee,Humanoid,0.791,0.403,7,-9.887,1.0,0.0534,0.0153,0.839,0.109,0.202,124.993,4.0,975.0,techno,19,2
5712,進階,218040,False,0,JJ Lin,進階,0.558,0.757,7,-4.404,1.0,0.05,0.304,0.0,0.139,0.147,92.035,4.0,328.0,mandopop,15,0
5713,Systema Fobica,394840,False,24,BaianaSystem;BNegão,BaianaSystem,0.795,0.63,11,-9.01,0.0,0.1,0.119,3.42e-05,0.0663,0.343,93.006,4.0,611.0,afrobeat,0,0
5714,Trumpet Man,128071,False,22,Timothy Infinite,Trumpet Man,0.704,0.562,6,-6.811,1.0,0.39,0.758,0.879,0.246,0.28,84.156,4.0,178.0,study,18,1
5715,Noor-Kasauli,125123,False,48,Amartya Bobo Rahut,Noor-Kasauli,0.749,0.487,6,-10.473,1.0,0.0943,0.879,0.000225,0.0999,0.756,85.959,4.0,172.0,indian,10,0
5716,Faraway,171702,False,17,A Mose,Faraway,0.701,0.739,3,-5.209,0.0,0.0585,0.0855,0.00369,0.0887,0.247,100.981,4.0,288.0,afrobeat,0,0
5717,NOT YOURS - TC/TC,257903,False,0,twocolors,Night Drive Autumn/Winter 2022/23,0.718,0.853,9,-5.167,1.0,0.0419,0.00598,0.818,0.0676,0.134,124.014,4.0,529.0,chicago-house,5,2
5718,Boomshakalaka - 2016 rebuild,228000,True,17,Lenny Dee;Randy;The Sickest Squad,Sickcore 3.0,0.459,0.987,2,-3.591,1.0,0.0924,5.87e-05,0.809,0.397,0.542,99.898,4.0,374.0,happy,8,3
5719,Mercurian Dusk,353402,False,1,Imperialist,Cipher,0.214,0.993,11,-5.084,1.0,0.216,2.06e-06,0.783,0.229,0.0376,116.622,4.0,656.0,black-metal,1,2
5720,Sourwood Mountain,202746,False,25,Carolina Chocolate Drops,We Are the Music Makers!,0.553,0.605,7,-8.354,1.0,0.0326,0.934,0.000159,0.273,0.773,132.717,4.0,450.0,bluegrass,2,0
5721,White Noise: Showers,224954,False,33,Fans & White Noise,Fans & White Noise,0.167,0.76,10,-16.441,0.0,0.0875,0.843,0.998,0.199,1e-05,118.686,5.0,416.0,sleep,16,1
5722,Alfabeto do Amor,187613,False,45,Forró Anjo Azul,"Forro Anjo Azul, Vol. 01",0.583,0.884,2,-5.002,1.0,0.0437,0.119,0.0,0.739,0.806,172.117,4.0,534.0,forro,7,0
5723,No Names,162285,False,33,One True God,No Names,0.647,0.814,2,-2.456,1.0,0.0523,0.00169,0.136,0.373,0.196,104.996,4.0,276.0,techno,19,2
5724,Marianne,175000,False,25,Lawineboys,Remmen Los,0.57,0.989,4,-4.217,1.0,0.0526,0.0697,2.34e-05,0.365,0.889,162.97,4.0,471.0,happy,8,3
5725,Presente de um Beija-Flor - Ao Vivo,286360,False,48,Natiruts,Reggae Power (Ao Vivo),0.686,0.623,7,-7.566,1.0,0.0451,0.333,0.0,0.625,0.775,137.199,4.0,653.0,brazil,3,0
5726,Revealing the Depth,296115,False,7,Alphaxone,Echoes from Outer Silence,0.178,0.305,1,-22.841,1.0,0.0382,0.835,0.886,0.0788,0.0582,100.235,5.0,515.0,iranian,12,2
5727,We Got the Sound,174090,False,12,Scooter,The Fifth Chapter (SPY Version),0.723,0.904,5,-4.538,0.0,0.0655,0.0199,1.12e-05,0.271,0.292,132.083,4.0,379.0,happy,8,3
5728,Out In Space,127058,False,29,DGHTR,Out In Space,0.78,0.395,5,-10.114,1.0,0.129,0.91,0.949,0.107,0.406,170.017,4.0,360.0,study,18,1
5729,Thirty Eight,408000,False,0,Farzad Golpayegani,Two,0.344,0.975,6,-4.395,1.0,0.191,0.0297,0.811,0.362,0.332,192.084,4.0,1287.0,iranian,12,2
5730,Fundz (feat. Skillibeng),185909,True,36,AMARIA BB;Skillibeng,Fundz (feat. Skillibeng),0.606,0.496,10,-5.565,0.0,0.264,0.0754,0.024,0.0479,0.773,99.055,4.0,269.0,j-dance,13,0
5731,Synthetic,190266,False,26,Spineshank,The Best Of Spineshank,0.48,0.925,6,-4.449,1.0,0.0538,1.8e-05,8.96e-06,0.14,0.46,150.014,4.0,468.0,industrial,11,3
5732,Shift,260306,False,36,Noisia;IMANU,Closer,0.519,0.935,4,-4.067,1.0,0.281,0.00391,0.481,0.0948,0.142,171.988,4.0,736.0,breakbeat,4,2
5733,Baby Calming Womb Sounds,599000,False,41,Calmsound,Love Nature Sounds,0.591,0.496,1,-30.725,1.0,0.0325,0.964,0.969,0.0937,0.0543,66.851,4.0,667.0,sleep,16,1
5734,想厝的人,230240,False,23,陳思安,唱翻天2,0.586,0.493,3,-7.243,1.0,0.0278,0.267,0.0,0.112,0.236,110.026,4.0,412.0,mandopop,15,0
5735,Insurrección - 2008 Remaster,133040,False,63,El Último De La Fila,Enemigos de lo ajeno (2008 Remaster),0.635,0.794,0,-4.74,1.0,0.0318,0.0608,0.0,0.135,0.78,139.313,4.0,300.0,spanish,17,0
5736,moog me up,114000,False,50,Wibke Komi,moog me up,0.602,0.315,1,-15.164,0.0,0.0296,0.662,0.927,0.35,0.281,80.07,3.0,151.0,study,18,1
5737,Fandango,127640,False,44,MAGICMINT,Fandango,0.576,0.33,7,-12.071,1.0,0.238,0.445,0.81,0.106,0.37,63.935,4.0,132.0,study,18,1
