name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre
Lost Indian,177946,False,20,Foghorn Stringband,Rattlesnake Tidal Wave,0.556,0.641,7,-11.276,1.0,0.0384,0.458,0.944,0.155,0.785,133.171,4.0,384.0,bluegrass
Darker Shade of Black,194293,False,37,Jackie Mittoo,The Keyboard King at Studio One,0.689,0.564,6,-7.276,1.0,0.126,0.149,0.941,0.0909,0.758,87.474,4.0,278.0,afrobeat
Conto De Fraldas,272293,False,43,Tianastacia,Ta Na Boa,0.675,0.594,2,-7.518,1.0,0.0281,0.0348,1.91e-05,0.451,0.598,118.052,4.0,535.0,brazil
Badal Pe Paon Hai,243931,False,53,Salim–Sulaiman;Hema Sardesai;Jaideep Sahni,Chak De India,0.649,0.788,9,-9.607,1.0,0.0373,0.0717,0.00232,0.0936,0.869,104.999,4.0,421.0,indian
500天,240217,False,55,Sophie Chen,500天,0.595,0.666,10,-3.466,1.0,0.0337,0.388,0.0,0.13,0.516,137.985,4.0,544.0,mandopop
Stay - Acoustic,195051,False,47,Zedd;Alessia Cara,Stay (Acoustic),0.625,0.574,5,-7.383,0.0,0.028,0.094,0.0,0.298,0.294,100.06,4.0,320.0,techno
Bailando sin salir de casa,239320,False,40,Ole Ole,Los Caballeros Las Prefieren Rubias,0.619,0.95,9,-5.294,0.0,0.0874,0.00552,0.0169,0.188,0.872,128.129,4.0,504.0,spanish
願い feat.YU-A <acoustic ver.>,325933,False,35,Dohzi-T,誓い feat. YU-A,0.607,0.613,2,-6.69,1.0,0.0852,0.727,0.0,0.332,0.587,168.735,4.0,894.0,j-dance
Naked Man - 2002 Remaster,189333,False,26,Randy Newman,Good Old Boys,0.642,0.607,9,-11.684,1.0,0.0375,0.622,0.000844,0.12,0.772,126.71,4.0,390.0,disney
Fairytales - Charly Lownoise & Mental Theo Rave Edit,246969,False,18,2 Brothers On The 4th Floor,The Very Best of 2 Brothers on the 4th Floor (25th Anniversary Edition),0.455,0.964,1,-6.787,1.0,0.0411,0.0427,0.00483,0.0719,0.571,168.982,4.0,687.0,happy
Household Vacuum - Loopable with no fade,67217,False,17,White Noise Therapy;Vacuum Cleaner White Noise;Lullaby Land;Baby Can't Sleep;Calm Children Collection;White Noise Sleep Sounds,"Vacuums for Rest and Relaxation (Loopable Audio for Insomnia, Meditation, and Restless Children)",0.134,0.687,6,-6.269,1.0,0.069,0.902,0.794,0.269,0.0173,72.667,4.0,80.0,sleep
Lemon Kush,176721,True,40,Young Cister,Xtaciss,0.709,0.697,5,-6.612,0.0,0.126,0.126,7.24e-05,0.222,0.751,82.495,4.0,242.0,spanish
Rung,183942,False,51,Shamoon Ismail,Juice,0.791,0.424,6,-9.757,0.0,0.0348,0.0416,1.61e-06,0.155,0.331,106.993,4.0,327.0,indian
"Frecuencia Álmica, Pt. 4",305454,False,24,Lucas Cervetti,Frecuencias Álmicas en 432hz,0.331,0.171,1,-15.668,1.0,0.035,0.92,0.0229,0.0679,0.327,132.147,3.0,643.0,brazil
11 RAZONES,213179,False,0,Aitana,Halloween 2022 Pop Vol. 1,0.55,0.874,5,-3.937,1.0,0.0508,0.00599,0.0,0.214,0.348,166.011,4.0,590.0,spanish
Zwitter,257493,False,57,Rammstein,Mutter,0.467,0.968,2,-3.991,1.0,0.0877,9.16e-06,0.757,0.331,0.354,160.17,4.0,686.0,industrial
Rhapsody,198750,False,44,Paul van Dyk;Chris Bekker;Jan Dzialek,Rhapsody,0.446,0.941,10,-6.566,0.0,0.0387,0.000377,0.924,0.233,0.0653,127.99,4.0,416.0,techno
Masturbation,312657,True,0,Out of Nowhere,Man Made Disaster,0.498,0.862,1,-2.344,1.0,0.0528,0.000173,0.0,0.0778,0.398,125.005,4.0,643.0,iranian
Haari Main Haari,163555,False,42,Karthik Rao;Shilpa Surroch,Please Find Attached - Season 2 (A Dice Original Series),0.695,0.276,1,-16.612,1.0,0.0361,0.935,0.00422,0.102,0.398,135.122,4.0,361.0,indian
ダンシングタンク♡,199093,False,29,Momoiro Clover Z,祝典,0.378,0.961,6,-1.258,1.0,0.131,0.0123,2.15e-06,0.106,0.569,102.274,4.0,323.0,j-idol
Chorando Se Foi,191413,False,51,Banda Magníficos,A Preferida do Brasil,0.625,0.829,2,-5.54,1.0,0.0619,0.167,0.0,0.391,0.572,132.035,4.0,420.0,forro
PIMP,194972,False,52,Bacao Rhythm & Steel Band,55,0.672,0.858,3,-5.233,1.0,0.145,0.456,0.811,0.104,0.963,166.689,4.0,537.0,afrobeat
Worried About the Weather,271613,False,26,Greensky Bluegrass,If Sorrows Swim,0.607,0.692,9,-6.601,1.0,0.0265,0.414,0.0322,0.259,0.677,129.08,4.0,565.0,bluegrass
ぐるぐるワンダーランド,267413,False,21,SILENT SIREN,Silent Siren Selection,0.61,0.951,1,-4.659,1.0,0.0709,0.0197,5.33e-05,0.119,0.856,93.523,4.0,407.0,j-idol
Serpent Saints,304626,False,20,Entombed,Serpent Saints - the Ten Amendments,0.198,0.938,2,-5.929,1.0,0.132,1.4e-05,1.2e-06,0.109,0.12,150.888,4.0,713.0,black-metal
History Repeating - Knee Length Mix,242533,False,54,Propellerheads;Shirley Bassey,Decksandrumsandrockandroll 20th anniversary,0.717,0.829,10,-5.432,1.0,0.0367,0.00261,0.0147,0.106,0.729,144.04,4.0,577.0,breakbeat
wonderwork,180000,False,1,meadowzz,subtopia,0.71,0.415,0,-11.207,1.0,0.0707,0.492,0.843,0.326,0.607,147.944,4.0,440.0,study
Aadat Se Majboor,277760,False,60,Salim–Sulaiman;Benny Dayal;Amitabh Bhattacharya,Ladies Vs Ricky Bahl,0.836,0.629,9,-7.812,0.0,0.0788,0.359,3.01e-05,0.101,0.801,115.048,4.0,514.0,indian
Into the Unknown - Instrumental,196495,False,42,Kristen Anderson-Lopez;Robert Lopez,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),0.335,0.487,1,-10.481,1.0,0.0461,0.864,0.882,0.0949,0.118,109.383,4.0,407.0,disney
Under You,262733,False,3,Ten City,"THAT WAS THEN, THIS IS NOW",0.663,0.57,2,-10.465,1.0,0.0304,0.0426,0.0122,0.281,0.687,103.287,4.0,446.0,chicago-house
Before I Lose My Mind,205402,False,64,Claptone;Say Yes Dog,Heartbeat,0.872,0.51,1,-8.433,0.0,0.066,0.101,0.0202,0.0821,0.958,120.005,4.0,408.0,techno
Ik Moet Zuipen! - Hardstyle Frenchcore Remix,240213,False,22,PartyfrieX;Schorre Chef & MC Vals,Partyfreak,0.462,0.663,0,-7.19,1.0,0.0774,0.139,0.000386,0.0621,0.266,149.934,4.0,578.0,happy
Why? Why?,294133,False,0,Bogdan Raczynski,Samurai Math Beats,0.678,0.88,4,-7.082,1.0,0.041,0.00116,0.905,0.0568,0.341,113.273,4.0,545.0,idm
Baby Pain,344386,False,14,Fluke,Puppy,0.514,0.763,7,-8.789,1.0,0.0339,0.00121,0.0635,0.104,0.482,94.011,4.0,536.0,breakbeat
Life Is Party,196533,False,22,BALLISTIK BOYZ from EXILE TRIBE,PASS THE MIC,0.705,0.904,5,-2.329,1.0,0.0373,0.0422,0.0,0.256,0.67,109.972,4.0,352.0,j-dance
I Will Rise,300373,False,48,Chris Tomlin,How Great Is Our God: The Essential Collection,0.213,0.32,11,-7.086,1.0,0.0301,0.349,0.0,0.0844,0.25,80.424,4.0,403.0,afrobeat
One Too Many Mornings,253160,False,58,The Chemical Brothers,Exit Planet Dust,0.62,0.558,7,-11.422,1.0,0.0407,0.171,0.916,0.157,0.539,171.827,4.0,716.0,breakbeat
Ooh Ooh,300000,False,14,The Brainkiller;Jose Rodríguez (Spain);Javo Scratch;Sergi Ales,Ooh Ooh,0.86,0.727,11,-3.957,0.0,0.0559,0.358,0.103,0.108,0.535,131.974,4.0,640.0,breakbeat
Trojan Love - Original Club Mix,357283,False,43,Definition;Natascha Polké,Trojan Love (Original Club Mix),0.653,0.524,7,-11.505,1.0,0.0336,0.0145,0.614,0.149,0.233,124.006,4.0,735.0,techno
Feo Fuerte y Formal,242266,False,62,Loquillo Y Los Trogloditas,"Feo, Fuerte y Formal",0.716,0.879,5,-6.179,0.0,0.0349,0.0454,0.0,0.243,0.905,126.368,4.0,501.0,spanish
Tampão do Carro,186600,False,44,Forró Boys,"Vale a Pena, Vol. 5",0.542,0.865,6,-2.654,1.0,0.0495,0.0394,0.0,0.206,0.917,183.895,4.0,572.0,forro
Jerusalem Ridge,214426,False,20,Kenny Baker,Plays Bill Monroe,0.595,0.393,9,-15.391,0.0,0.0407,0.828,0.125,0.123,0.716,122.644,4.0,427.0,bluegrass
Boobytrap,219363,True,18,Partyraiser,The Family,0.598,0.884,2,-1.108,1.0,0.127,0.00029,0.00136,0.325,0.17,105.009,4.0,375.0,happy
Deauville - 2022 Remaster,343106,False,10,Arovane,Tides (2022 Remaster),0.512,0.367,4,-12.223,1.0,0.0378,0.858,0.604,0.0882,0.061,117.843,4.0,649.0,idm
Just A Word,180013,False,43,Prateek Kuhad,The Way That Lovers Do,0.36,0.247,0,-9.415,1.0,0.0396,0.838,0.00454,0.104,0.279,77.225,4.0,231.0,indian
Vesperi,363171,False,40,Joyhauser,Vesperi,0.597,0.94,5,-8.812,0.0,0.07,0.000184,0.609,0.115,0.0528,133.999,4.0,807.0,techno
Poderoso Deus,290600,False,48,Tony Allysson,Poderoso Deus,0.488,0.553,0,-6.097,1.0,0.0306,0.52,9.49e-06,0.16,0.217,139.816,4.0,623.0,brazil
Nidstong,245066,False,18,Einherjer,"Av Oss, For Oss",0.378,0.917,7,-3.495,0.0,0.0438,1.83e-06,0.774,0.0465,0.379,139.992,4.0,565.0,black-metal
Cold Virginia Rain,171560,False,23,Josh Williams;Missy Raines;Randy Kohrs;Don Rigsby;Kristin Scott Benson;Ron Stewart,Lonesome Highway,0.639,0.76,5,-6.006,0.0,0.03,0.125,0.000142,0.254,0.837,109.859,4.0,303.0,bluegrass
チェリーボンボン,218466,False,50,Kyary Pamyu Pamyu,KPP BEST,0.691,0.954,1,-1.755,1.0,0.0341,0.223,0.004,0.138,0.808,130.037,4.0,464.0,j-idol
赤足在田埂上,178333,False,22,葉佳修,"金韻民歌, Vol. 1",0.495,0.41,2,-10.109,1.0,0.0287,0.708,0.000115,0.174,0.698,174.311,4.0,500.0,mandopop
我不願讓你一個人,265506,False,59,Mayday,第二人生(明日版),0.472,0.507,7,-7.124,1.0,0.0255,0.433,0.0,0.414,0.408,144.006,4.0,629.0,mandopop
失落沙洲,299346,False,56,LaLa Hsu,徐佳瑩LaLa首張創作專輯,0.422,0.366,7,-7.181,1.0,0.0333,0.728,0.0,0.112,0.224,80.197,4.0,385.0,mandopop
Beyond Control - KAS:ST Remix,435500,False,42,NTO;Monolink;KAS:ST,Beyond Control (KAS:ST Remix),0.573,0.78,6,-9.779,1.0,0.0465,0.0168,0.553,0.27,0.183,124.996,3.0,899.0,techno
Lost For Words,321112,False,16,Keeno;Walk:r;Natalie Wood,Lost For Words,0.518,0.753,8,-3.847,1.0,0.0487,0.000811,0.218,0.122,0.115,174.005,4.0,916.0,idm
Im Rhythmus Bleiben,253893,False,21,Front 242,Front By Front,0.722,0.977,7,-8.869,1.0,0.0827,0.00777,0.833,0.183,0.517,124.954,4.0,527.0,industrial
Catch The Pigeon,274285,False,14,Serum;Pleasure,Catch The Pigeon / Dogz,0.686,0.931,0,-0.689,1.0,0.0638,0.134,0.305,0.345,0.251,87.435,4.0,393.0,industrial
Take It Smart,437760,False,54,Boris Brejcha,Space Diver,0.792,0.578,2,-9.262,1.0,0.0515,0.000138,0.788,0.0922,0.0898,124.991,4.0,908.0,techno
Salomé IV,136312,False,26,Arovane;An Moku,Salomé,0.164,0.21,4,-14.179,1.0,0.0331,0.854,0.965,0.202,0.0377,61.923,4.0,134.0,idm
Last,235666,False,61,Dvwn,"Dawn Defibrillation, Vol.1",0.695,0.39,7,-5.439,1.0,0.0342,0.117,0.0,0.104,0.455,123.985,3.0,481.0,study
Single,268253,False,38,Shadya Lan,KO One,0.503,0.665,11,-4.129,1.0,0.0314,0.465,6.15e-06,0.107,0.161,127.997,4.0,564.0,mandopop
一場遊戲一場夢,255333,False,55,Dave Wong,一場遊戲一場夢,0.561,0.32,10,-11.409,1.0,0.0314,0.802,0.0,0.0701,0.356,139.856,4.0,579.0,mandopop
Foresight,421851,False,9,Alphaxone,Living in the Grayland,0.202,0.67,0,-17.18,1.0,0.139,0.611,0.889,0.091,0.0366,119.873,3.0,814.0,iranian
Fasle Gul,270632,False,48,Nusrat Fateh Ali Khan;A1Melodymaster,Reformed,0.695,0.711,0,-6.841,1.0,0.0395,0.0858,0.00211,0.0945,0.494,109.974,4.0,495.0,indian
Union Dixie,142066,False,54,Tennessee Ernie Ford,Songs Of The Civil War,0.794,0.671,5,-6.896,1.0,0.0332,0.644,0.0,0.343,0.978,105.683,4.0,246.0,bluegrass
Jannat Jahan,223093,False,48,Pritam;Rupam Islam,Jannat (Original Motion Picture Soundtrack),0.61,0.888,4,-4.8,1.0,0.0435,0.00716,1.17e-05,0.0884,0.548,128.024,4.0,468.0,indian
Articulation,390884,False,12,Rival Consoles,Night Melody / Articulation,0.629,0.634,6,-12.281,0.0,0.0384,0.0225,0.798,0.0731,0.148,134.014,4.0,829.0,idm
願い,249306,False,29,EXILE,願いの塔,0.499,0.506,0,-6.019,1.0,0.0306,0.331,0.0,0.111,0.282,129.926,4.0,531.0,j-dance
چرخ Wheel (Baaroot Remix),346881,False,0,Baaroot,الکتروهیچ Electrohich,0.279,0.922,5,-7.671,0.0,0.0729,0.111,0.862,0.135,0.597,127.662,4.0,618.0,iranian
New Son/Burnt Iron,263773,False,0,Trampled by Turtles,Palomino,0.381,0.855,2,-7.246,1.0,0.0423,0.634,0.935,0.116,0.576,102.535,4.0,428.0,bluegrass
Neon Karma,236133,False,18,Stormlord,Mare Nostrum,0.397,0.951,1,-6.074,1.0,0.0726,7.09e-06,0.621,0.293,0.607,82.483,4.0,315.0,black-metal
Happy Strawberry,228133,False,22,Yui Ogura,Strawberry JAM,0.53,0.965,4,-2.737,1.0,0.0882,0.0772,1.24e-06,0.434,0.784,168.983,4.0,628.0,j-idol
a čât in a basket,306000,False,0,pan-tea,Girih: Iranian Sound Artists,0.428,0.707,5,-10.873,1.0,0.135,0.142,0.00197,0.363,0.18,74.732,4.0,378.0,iranian
Kingpin,199226,False,28,Wood & Wire,North of Despair,0.69,0.632,4,-8.568,1.0,0.0301,0.613,7.18e-05,0.357,0.775,99.536,4.0,327.0,bluegrass
Copal - Super Flu Remix,397882,False,41,Oliver Koletzki;Super Flu,Made of Wood Remixed,0.757,0.599,0,-10.476,1.0,0.0583,0.00578,0.897,0.0994,0.311,123.289,5.0,817.0,techno
DISPLAY,229413,False,21,Perfume,"Perfume The Best ""P Cubed""",0.676,0.964,9,-1.878,1.0,0.0374,0.0202,0.302,0.346,0.497,132.015,4.0,501.0,j-idol
Hidden Love,288298,False,10,Mokhov,Memories 2010-2013 Two,0.722,0.786,1,-7.684,1.0,0.0577,0.169,0.758,0.158,0.361,91.989,4.0,437.0,idm
White Sheets Hide,330000,False,0,Rojin Sharafi,Kariz,0.383,0.531,5,-13.693,1.0,0.0475,0.000366,0.568,0.26,0.077,133.053,4.0,712.0,iranian
Mary Mary Quite Contrary - Original Mix,43000,False,18,Cameron's Bedtime Classics,Lullabies and Nursery Rhymes,0.797,0.259,5,-15.188,1.0,0.0624,0.921,0.904,0.113,0.476,126.353,4.0,82.0,disney
7 Minutes of Funk,424506,False,13,Glenn Underground,Silent,0.769,0.64,9,-12.873,0.0,0.0566,0.00229,0.766,0.059,0.81,122.011,4.0,853.0,chicago-house
Sadistic Blood Massacre,170133,False,17,Nifelheim,Servants of Darkness,0.223,0.989,5,-4.23,1.0,0.108,1.38e-06,0.833,0.149,0.0769,119.421,4.0,331.0,black-metal
修煉愛情,287000,False,45,JJ Lin,因你 而在,0.471,0.648,3,-3.968,1.0,0.0342,0.63,0.0,0.122,0.239,135.053,4.0,626.0,mandopop
Impact,169933,False,0,Taproot,Metal Lives!,0.532,0.981,7,-3.705,1.0,0.132,3.46e-05,0.82,0.321,0.153,111.069,4.0,310.0,industrial
Remember Me If I Forget,223320,False,29,Charlie Parr,Stumpjumper,0.578,0.678,7,-8.398,1.0,0.0425,0.779,1.91e-05,0.177,0.627,130.392,4.0,476.0,bluegrass
Bell Buoy,256360,False,10,Nobukazu Takemura,Songbook,0.549,0.466,1,-14.512,0.0,0.0282,0.0572,0.858,0.214,0.374,111.91,4.0,476.0,idm
ファイト!! - 2012 Remaster,300360,False,25,Chisato Moritaka,ザ・シングルス 1987-1992 (2012 Remaster),0.729,0.765,2,-5.995,1.0,0.0352,0.359,0.000248,0.0622,0.623,128.021,4.0,627.0,j-idol
Uniform Variations,250691,False,9,Mr. Fingers,Introduction,0.627,0.489,4,-14.211,0.0,0.0413,0.00327,0.89,0.1,0.72,112.156,4.0,463.0,chicago-house
NEVERMIND,159941,False,6,"Sarah, the Illstrumentalist",NEVERMIND,0.638,0.271,6,-15.111,1.0,0.0443,0.206,0.301,0.117,0.187,84.487,4.0,223.0,study
ごめんねFingers crossed,257346,False,27,Nogizaka46,Time flies (Complete Edition),0.618,0.949,2,-3.203,1.0,0.0476,0.0796,0.0,0.318,0.862,130.011,4.0,539.0,j-idol
Sentimental Mood,109500,False,41,Crate Diggers,Mixtape,0.738,0.558,10,-12.088,0.0,0.0423,0.000663,0.163,0.17,0.601,80.03,4.0,143.0,study
Auf Malle saufen alle,187987,False,15,Remmi Demmi Boys,Auf Malle saufen alle,0.656,0.959,5,-2.856,1.0,0.0711,0.0378,0.0,0.33,0.535,140.059,4.0,436.0,happy
Blue Monday,267000,False,0,Orgy,Metal,0.589,0.695,8,-8.109,1.0,0.0341,8.65e-05,3.6e-05,0.0778,0.938,129.837,4.0,571.0,industrial
禁区 - 30th anniversary mix,226120,False,23,Akina Nakamori,ベスト・コレクション 〜ラブ・ソングス&ポップ・ソングス〜,0.652,0.923,6,-2.734,0.0,0.0406,0.433,0.000255,0.305,0.926,134.322,4.0,495.0,j-idol
Souled Out,258151,False,18,Nu:Tone,Little Spaces,0.598,0.866,2,-4.139,0.0,0.0474,0.00433,0.864,0.221,0.0953,172.035,4.0,738.0,industrial
Hyperpunk,275513,False,39,Head Splitter,"Cyberpunk 2077 Fanmade Soundtrack, Vol. I",0.626,0.865,8,-8.285,1.0,0.0448,0.313,0.874,0.106,0.0328,115.015,4.0,512.0,techno
Steadfast,306680,False,17,Forefather,Steadfast,0.28,0.95,11,-5.124,1.0,0.0625,4.36e-05,0.298,0.294,0.352,106.627,4.0,538.0,black-metal
Groeten Uit De Feesttent,192291,False,27,Lawineboys,Groeten Uit De Feesttent,0.744,0.97,9,-3.728,1.0,0.0599,0.127,0.0,0.318,0.963,155.031,4.0,486.0,happy
トワイライト―夕暮れ便り―,284000,False,25,Akina Nakamori,コンプリート・シングル・コレクションズ〜ファースト・テン・イヤーズ<ライノ・プレミアム・エディション>,0.549,0.622,8,-5.302,1.0,0.0254,0.243,0.000313,0.0479,0.282,96.535,4.0,446.0,j-idol
Eine Liebe - Sylaar 2k20 Remix,209552,False,11,Mallorca Allstars;Isi Glück;Ikke Hüftgold;Almklausi;Lorenz Büffel;Carolina;Honk!;Sylaar,Eine Liebe (Sylaar 2k20 Remix),0.592,0.947,11,-3.998,1.0,0.0316,0.000957,0.000324,0.0499,0.495,134.008,4.0,455.0,happy
Volta Pro Seu Nego,149210,False,45,Zé Vaqueiro,Do Melhor Jeito,0.684,0.922,0,-2.383,1.0,0.0401,0.492,0.00318,0.349,0.947,158.066,4.0,390.0,forro
渋谷川,292226,False,24,Keyakizaka46,サイレントマジョリティー (Special Edition),0.516,0.728,1,-3.867,1.0,0.0287,0.388,0.0,0.116,0.57,93.0,4.0,442.0,j-idol
Kickbox,305413,False,17,General Midi,Operation Overdrive,0.68,0.886,1,-5.214,1.0,0.0906,4.09e-05,0.861,0.0445,0.838,132.012,4.0,670.0,breakbeat
以父之名,342000,False,51,Jay Chou,葉惠美,0.432,0.564,2,-7.369,0.0,0.0407,0.298,0.233,0.356,0.398,174.96,4.0,978.0,mandopop
La découverte de Mirabel,176493,False,24,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),0.108,0.29,1,-14.76,1.0,0.0504,0.611,0.911,0.049,0.0394,166.161,3.0,479.0,disney
Hell on Earth,388254,False,53,KAS:ST,Road to Nowhere,0.532,0.897,8,-8.566,0.0,0.0549,0.0479,0.908,0.0984,0.0634,135.96,3.0,878.0,techno
C'est bleu,191266,False,3,Scooter,20 Years of Hardcore,0.497,0.921,0,-5.072,1.0,0.0443,0.0727,0.000187,0.362,0.375,150.955,4.0,471.0,techno
Chasin' a Rainbow,246520,False,3,Railroad Earth,Last of the Outlaws,0.474,0.754,7,-5.684,1.0,0.0275,0.0738,0.00747,0.0949,0.632,148.091,4.0,592.0,bluegrass
牡丹亭外,318715,False,31,Bobby Chen,美麗的邂逅,0.496,0.305,6,-11.505,1.0,0.025,0.234,2.8e-06,0.109,0.192,84.035,4.0,437.0,mandopop
Reversed Reflections,265293,False,19,Hypocrisy,Hypocrisy,0.279,0.853,0,-5.483,1.0,0.0509,4.9e-06,0.00119,0.286,0.287,149.933,4.0,653.0,black-metal
Erase Me,224610,False,57,Make Them Suffer,How To Survive A Funeral,0.488,0.903,6,-5.244,1.0,0.0698,0.000103,0.000219,0.218,0.189,94.037,4.0,347.0,black-metal
Wrong Way Street,210266,False,40,Trampled by Turtles,Songs from a Ghost Town,0.609,0.801,8,-4.076,1.0,0.0274,0.302,5.85e-06,0.144,0.939,100.678,4.0,329.0,bluegrass
Mmmbop,215841,False,24,Pickin' On Series;The Sidekicks,Pickin' on the 90s,0.748,0.542,0,-6.781,1.0,0.0292,0.738,3.25e-05,0.254,0.801,104.967,4.0,374.0,bluegrass
Knochentorte,253413,False,19,Eisregen,Fegefeuer,0.516,0.92,3,-3.986,1.0,0.0604,0.000373,7.98e-06,0.156,0.406,79.996,4.0,328.0,black-metal
さよならの瞬間,280960,False,29,Seiko Matsuda,Guardian Angel,0.711,0.818,5,-3.527,1.0,0.0293,0.565,2.06e-06,0.186,0.912,126.806,4.0,584.0,j-idol
Heart-Shaped,168000,False,41,Lovely Rascals,Heart-Shaped,0.699,0.306,11,-13.613,0.0,0.0695,0.943,0.916,0.0991,0.306,79.99,4.0,224.0,study
Bibbidi-Bobbidi-Boo (The Magic Song) - Soundtrack,78240,False,15,Verna Felton,Cinderella and Friends,0.538,0.512,8,-8.697,1.0,0.0638,0.947,1.42e-05,0.273,0.855,52.751,4.0,65.0,disney
We've Got To Try,215906,False,43,The Chemical Brothers,No Geography,0.685,0.969,2,-4.426,1.0,0.106,0.00177,0.294,0.0385,0.286,91.992,4.0,327.0,breakbeat
Forever Hate You,188240,False,20,Deicide,Insineratehymn,0.469,0.796,2,-8.973,1.0,0.0551,0.00145,0.197,0.185,0.649,96.192,3.0,298.0,black-metal
Army of Pigs!,302000,False,2,Confess,Army of Pigs!,0.466,0.94,6,-2.523,1.0,0.0406,0.000284,0.842,0.292,0.449,95.064,4.0,465.0,iranian
Nit Nit,246136,False,63,Jasleen Royal,Nit Nit,0.442,0.412,10,-10.675,1.0,0.0377,0.781,0.0237,0.15,0.235,176.019,4.0,706.0,indian
Já Sei,208512,False,46,Zimbra,Já Sei,0.443,0.685,9,-6.139,1.0,0.0312,0.35,6.24e-06,0.118,0.646,178.935,3.0,600.0,brazil
Groovy Moves - Plaza De Funk Remix,403400,False,11,Break The Box;Ira,Groovy Moves,0.683,0.844,6,-7.355,0.0,0.0492,0.00125,0.329,0.0863,0.468,134.998,4.0,904.0,breakbeat
プライオリティー/木下百花,264240,False,22,NMB48,難波愛~今、思うこと~ (通常盤),0.581,0.979,1,-3.543,1.0,0.126,0.0303,8.42e-06,0.322,0.398,127.022,4.0,550.0,j-idol
El Caterete,254720,False,0,Wganda Kenya,Diablos del Ritmo 1960-1985: The Colombian Melting Pot (Analog Africa No. 12),0.55,0.921,2,-6.961,1.0,0.0496,0.377,2.37e-05,0.312,0.76,117.833,4.0,487.0,afrobeat
Baby Volta pro Seu Nego (Versão Grave),143725,False,24,Os Barões Da Pisadinha,Paredão Explode,0.75,0.76,2,-7.687,1.0,0.0528,0.00667,2.12e-05,0.0914,0.506,171.931,4.0,411.0,forro
Río abajo,186773,False,33,Jorge Drexler,Frontera,0.718,0.46,9,-11.107,1.0,0.0272,0.646,0.0012,0.123,0.509,95.564,4.0,281.0,afrobeat
Tiki Tiki Babeloo,73773,False,46,The Minions,Despicable Me 3 (Original Motion Picture Soundtrack),0.742,0.632,5,-6.625,1.0,0.102,0.93,0.831,0.128,0.832,128.021,4.0,152.0,disney
Time to Find Me (Come Inside),307306,False,13,Seefeel,More Like Space,0.336,0.425,4,-15.039,1.0,0.095,0.107,0.982,0.288,0.554,132.302,5.0,691.0,idm
Kaantha Reprised,226666,False,44,Masala Coffee,Kaantha Reprised,0.62,0.85,8,-6.095,1.0,0.0505,0.0161,0.0813,0.099,0.3,126.016,4.0,467.0,indian
It's Alright 2019 - Radio Mix,200659,False,8,Sterling Void;ferKKo,It's Alright 2019,0.605,0.902,0,-6.537,1.0,0.0382,0.00624,0.0061,0.136,0.768,124.991,4.0,412.0,chicago-house
Seaside Soothe,134000,False,10,Avslappning Sound,Relaxed Spa,0.172,0.357,2,-12.294,1.0,0.0466,0.892,0.000343,0.137,0.0313,124.701,4.0,219.0,sleep
VOICE,253240,False,27,Perfume,"Perfume The Best ""P Cubed""",0.615,0.927,6,-2.112,1.0,0.0349,0.0394,0.000104,0.246,0.787,131.99,4.0,542.0,j-idol
Schwarz,258108,True,61,Rammstein,Zeit,0.559,0.77,10,-5.604,1.0,0.0319,0.0534,0.00127,0.135,0.145,127.008,4.0,535.0,industrial
Out of Space,302106,False,64,The Prodigy,Experience,0.652,0.944,9,-4.804,1.0,0.0515,0.00225,0.276,0.103,0.454,147.078,4.0,731.0,breakbeat
Oye,154000,False,56,FERNANDOCOSTA;Dollar Selmouni,Tirititando,0.588,0.675,9,-7.005,1.0,0.105,0.314,0.0,0.389,0.962,93.621,4.0,237.0,spanish
Vet Heftig,202173,False,19,Hakkuhbar,Vet heftig,0.547,0.874,7,-6.505,1.0,0.0423,0.00151,0.331,0.282,0.124,180.001,4.0,604.0,happy
Por la boca vive el pez,269373,False,69,Fito y Fitipaldis,Por la boca vive el pez,0.641,0.892,0,-2.812,0.0,0.0303,0.255,1.01e-05,0.221,0.841,151.229,4.0,661.0,spanish
I Wish I Was A Hipster WCL-F Remix - West Coast Lo-Fi Remix,91826,False,13,Bassnectar;West Coast Lo-Fi,Cozza Frenzy,0.58,0.642,6,-6.986,1.0,0.0647,0.357,0.785,0.0798,0.0504,115.0,4.0,159.0,breakbeat
Jesus Loves The Little Children,92253,False,48,Cedarmont Kids,Sunday School Songs,0.632,0.23,8,-9.423,1.0,0.0287,0.897,4.62e-05,0.197,0.543,95.996,4.0,144.0,disney
Come the Flood,436633,False,19,Primordial,Where Greater Men Have Fallen,0.211,0.969,4,-4.581,1.0,0.0972,0.00014,0.00545,0.347,0.0503,101.464,3.0,686.0,black-metal
「70cm四方の窓辺」,226946,False,48,ROTTENGRAFFTY,PLAY,0.399,0.905,3,-3.971,0.0,0.0947,0.00124,0.000515,0.169,0.389,149.052,4.0,534.0,j-idol
U Don't Stop,191666,False,5,Bad Boy Bill,Respect the Technique,0.618,0.978,11,-3.229,1.0,0.0924,0.048,0.00314,0.405,0.845,126.009,4.0,395.0,chicago-house
