name,duration_ms,explicit,popularity,artists,album_name,key,loudness,mode,speechiness,instrumentalness,liveness,tempo,time_signature,n_beats,genre
The Problem,203954,False,39,Adam Turley;Heather Sommer,The Problem,0,-6.817,1.0,0.0297,0.0,0.145,98.021,4.0,328.0,sleep
For a Moment,222712,False,16,Five Star Hotel;Spirit Waves,Machine Girl / Five Star Hotel,2,-7.418,1.0,0.0358,0.647,0.105,99.999,4.0,365.0,techno
Crosstown Traffic,146573,False,64,Jimi Hendrix,Electric Ladyland,0,-5.586,0.0,0.129,2.39e-06,0.158,113.133,4.0,276.0,bluegrass
Mr. Self Destruct,270293,False,51,Nine Inch Nails,The Downward Spiral (Deluxe Edition),2,-8.494,1.0,0.0712,0.773,0.427,99.823,4.0,439.0,industrial
"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",269032,False,73,Pritam;Arijit Singh,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],3,-6.639,0.0,0.0679,0.0,0.165,123.896,4.0,551.0,indian
Sally the Camel,113106,False,44,Tinsel Town Kids,30 Pre-School Kid Songs - Fun and Silly,7,-6.894,0.0,0.0266,0.0,0.0675,77.994,4.0,143.0,disney
Cornerstone - Studio Version,208120,False,43,Hillsong Worship,Cornerstone (Deluxe Edition/Live),0,-6.262,1.0,0.044,0.0,0.0957,150.032,4.0,505.0,forro
As Real As It Gets,158375,False,25,Matt Large,As Real As It Gets,10,-4.231,1.0,0.0443,0.888,0.158,184.076,4.0,479.0,study
Miracles From Molecules - From Adventures Thru Inner Space,97026,False,25,Disney Studio Chorus,Walt Disney Records The Legacy Collection: Disneyland,7,-10.319,1.0,0.0361,0.0,0.128,110.914,4.0,176.0,disney
白雪姫,270506,False,21,Flower,白雪姫,2,-4.048,0.0,0.0358,0.0,0.182,159.839,4.0,706.0,j-idol
Flauta Shakuhachi (Canciones Orientales),329352,False,6,Musica para Acostarse,Música para Acostarse - 30 Canciones Relajantes para Dormir Profundamente y Recarga de Energía,6,-16.514,1.0,0.0413,0.951,0.116,74.423,3.0,411.0,mandopop
Shabistan,389800,False,6,Dariush Dolat-Shahi,"Electronic Music, Tar and Sehtar",7,-14.772,0.0,0.0559,0.817,0.0685,89.008,4.0,643.0,iranian
They Know Who You Are,153306,False,29,Powerman 5000,Tonight The Stars Revolt,6,-5.91,1.0,0.0659,0.718,0.0692,104.935,4.0,267.0,industrial
Ersatzteil,310333,False,35,Feindflug,Halloween - The Darkest Night (50 Darkwave Industrial Tracks),7,-5.598,1.0,0.0409,0.904,0.106,135.008,4.0,688.0,industrial
Canette - Bosq Remix,373515,False,18,Pat Kalla;Le Super Mojo;Bosq,"Straight from the Decks, Vol. 2 (Guts Finest Selection from His Famous DJ Sets)",10,-9.888,1.0,0.0717,0.0129,0.0767,123.018,4.0,759.0,afrobeat
Página Virada,214491,False,46,Aviões do Forró,"Aviões do Forró, Vol. 4",5,-6.875,1.0,0.0358,0.0,0.307,91.381,4.0,317.0,forro
Ewig und für immer (Reprise),120066,False,19,Pia Allgaier;Pat Lawson,Die bunte Seite des Monds (Musik zum Netflix Film),3,-13.796,1.0,0.0461,5.6e-06,0.217,138.526,5.0,262.0,disney
Erase the Doubt,256106,False,26,Mushroomhead,Savior Sorrow,8,-2.218,1.0,0.0664,0.0,0.055,131.983,4.0,558.0,industrial
Reasons to Stay,349106,False,21,Greensky Bluegrass,Stress Dreams,9,-13.665,1.0,0.0318,0.409,0.209,106.197,4.0,898.0,bluegrass
Quem me Colocou pra Beber,138837,False,44,Os Barões Da Pisadinha,Quem me Colocou pra Beber,3,-6.24,0.0,0.0991,0.0,0.0842,172.021,4.0,396.0,forro
"The Bells of Notre Dame - From ""The Hunchback of Notre Dame""/Soundtrack",385586,False,32,David Ogden Stiers;Tony Jay;Paul Kandel;Chorus - The Hunchback Of Notre Dame,Disney's Greatest Volume 2,2,-17.725,0.0,0.0676,5.09e-06,0.247,87.163,4.0,466.0,disney
Cumbia Del Sol,195265,False,18,Thee Commons,Collecion De Oro,5,-3.337,1.0,0.029,5.36e-06,0.203,96.243,4.0,310.0,afrobeat
Baby (feat. Deno),183428,True,53,A1 x J1;Deno,Baby (feat. Deno),2,-8.808,1.0,0.09,0.0,0.357,140.185,4.0,421.0,sleep
乗り遅れたバス,269280,False,24,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),1,-3.628,0.0,0.0463,0.0,0.0586,112.033,4.0,493.0,j-idol
Terriblemente Cruel,227600,False,62,Leiva,Polvora,0,-4.17,1.0,0.0304,0.0,0.0842,125.594,4.0,465.0,spanish
"Ami Je Tomar (Tandav Version) [From ""Bhool Bhulaiyaa 2""]",143080,False,37,Pritam;Arijit Singh,"Ami Je Tomar (Tandav Version) [From ""Bhool Bhulaiyaa 2""]",8,-10.505,1.0,0.0559,0.0,0.0818,77.356,5.0,221.0,indian
Hymn Of Syndicate (Official Syndicate Anthem),313922,False,12,Outblast;Korsakoff,Masters Of Hardcore The Depths Of Despair (Chapter XXXII),2,-4.544,1.0,0.101,0.0398,0.102,167.005,4.0,866.0,happy
Tum Kyun Chale Jaate Ho Chill,157278,False,0,Swattrex,Tum Kyun Chale Jaate Ho Chill,7,-7.623,0.0,0.0302,0.000215,0.127,113.67,4.0,289.0,indian
ラッキーセブン,221666,False,24,AKB48,ラッキーセブン,9,-6.574,1.0,0.0457,1.4e-06,0.295,131.008,4.0,471.0,j-idol
Exploration of Space,216360,False,59,Cosmic Gate,Exploration of Space,9,-7.591,0.0,0.0362,0.539,0.0729,138.043,4.0,489.0,techno
Água (Versão Estendida),306750,False,32,BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos & Jocafi,Água (Versão Estendida),7,-6.65,0.0,0.0422,0.0969,0.11,96.998,4.0,490.0,afrobeat
Mágica,258013,False,45,Calcinha Preta,As 20 +,4,-3.754,1.0,0.0541,0.0,0.467,159.941,4.0,682.0,forro
Cambios,227200,False,40,Harry Nach;Poison Kid,Onward,5,-9.773,1.0,0.122,7.55e-06,0.0883,150.034,4.0,548.0,spanish
Red Pyramid X,325198,False,16,Neo Fresco,"No False Idols, Chapter 1",11,-6.089,1.0,0.0482,0.879,0.0586,123.984,4.0,655.0,techno
La Bala,213680,False,30,Juanafé,La Makinita,2,-5.654,1.0,0.0476,0.0,0.0835,98.046,4.0,347.0,afrobeat
La Playa,247693,False,77,La Oreja de Van Gogh,El Viaje de Copperpot,9,-5.707,1.0,0.0268,0.0,0.106,88.535,4.0,356.0,spanish
Genesis,346453,False,18,VNV Nation,Futureperfect,4,-5.944,1.0,0.0565,1.87e-05,0.225,135.052,4.0,768.0,industrial
愛了很久的朋友(電影「後來的我們」插曲),268507,False,49,Hebe Tien,愛了很久的朋友(電影「後來的我們」插曲),5,-8.512,1.0,0.0306,2.1e-06,0.0951,130.637,4.0,564.0,mandopop
モラトリアム,287384,False,49,Omoinotake,モラトリアム,5,-3.805,1.0,0.055,0.0,0.322,156.08,4.0,732.0,j-idol
The Mad Tea Party / The Unbirthday Song / Twinkle Twinkle / Clean Cup Move Down / Mad Watch,271226,False,40,Kathryn Beaumont;Edwynn;James Macdonald;Jerry Colonna,Alice In Wonderland (Original Motion Picture Soundtrack),7,-14.255,1.0,0.107,0.00104,0.127,100.101,3.0,506.0,disney
Apophis,428000,False,2,Shemhamforash,Apophis,11,-7.109,1.0,0.139,0.765,0.04,120.087,4.0,940.0,black-metal
Mum-man,220226,False,0,LFO,Sheath,6,-8.056,0.0,0.0776,0.921,0.0983,139.611,4.0,498.0,idm
Thumper,174993,False,14,DJ Baby Anne,Bass Switch,7,-7.042,1.0,0.0894,0.81,0.0882,131.98,4.0,384.0,breakbeat
Flamenkito,202153,False,54,Lérica;Belinda,Cocoterapia,0,-2.979,1.0,0.107,0.0,0.117,94.896,4.0,316.0,spanish
Out In Space,127058,False,29,DGHTR,Out In Space,5,-10.114,1.0,0.129,0.949,0.107,170.017,4.0,360.0,study
Doschitai,281240,False,39,Locked Club,Irak,0,-5.997,1.0,0.0533,0.856,0.0824,130.004,4.0,610.0,industrial
One Thing Remains - Radio Version,239628,False,51,Passion;Kristian Stanfill,Passion Collection,11,-4.492,1.0,0.0286,2.62e-06,0.172,147.986,4.0,585.0,afrobeat
Stamp Op De Grond,151355,False,28,De Doelleazen;FEEST DJ MAARTEN,Stamp Op De Grond,7,-2.609,1.0,0.0621,0.000139,0.223,149.97,4.0,371.0,happy
Descubriendote,176720,False,29,Rosana,Lunas Rotas: De casa a las ventas (Standard version),2,-8.589,1.0,0.0352,0.0,0.144,74.874,4.0,217.0,spanish
Missing You - Jazz Cafe' Mix Edit,399245,False,10,Larry Heard,Love's Arrival,6,-10.188,1.0,0.051,0.811,0.0927,115.99,4.0,770.0,chicago-house
Det Svartner Nå,338173,False,16,Darkthrone,Hate Them,1,-4.202,1.0,0.0808,0.279,0.12,126.17,4.0,704.0,black-metal
チャイナキッス,252666,False,19,SILENT SIREN,Silent Siren Selection,1,-4.806,1.0,0.0511,2.48e-06,0.124,180.026,4.0,728.0,j-idol
黑夜問白天,292146,False,55,JJ Lin,偉大的渺小,9,-7.004,1.0,0.0351,0.0,0.106,134.553,4.0,640.0,mandopop
忽然之間,199249,False,61,Karen Mok,就是莫文蔚,2,-10.13,1.0,0.0405,0.0,0.177,138.075,4.0,452.0,mandopop
sa'adabad palace,117800,False,0,Asef Akbari,Perplexed,0,-14.778,1.0,0.029,0.88,0.0886,99.976,4.0,182.0,iranian
Laudato Si - DJ Version,216093,False,26,Mickie Krause,Finger Im Po Mexiko,0,-4.415,1.0,0.0452,0.0,0.227,135.067,4.0,478.0,happy
Sólo Tú Me Haces Feliz,199720,False,30,Natalia Jiménez,Creo en Mi,0,-4.668,1.0,0.0357,5.97e-06,0.207,148.993,4.0,485.0,spanish
Bring You Pain,271413,False,0,Farzad Golpayegani,Seven,11,-3.978,1.0,0.153,0.817,0.0787,155.662,4.0,585.0,iranian
ポニーテール キュルン,272440,False,36,≠ME,超特急 ≠ME行き Special Edition,11,-2.826,1.0,0.0493,5.37e-06,0.336,97.027,3.0,431.0,j-idol
Slapperoni Pizza,131315,False,19,Jobii,Sisel,8,-7.071,1.0,0.154,0.843,0.112,166.072,4.0,361.0,study
His Mercy Is More (Live),286851,False,50,Shane & Shane,Hymns Live,7,-7.17,1.0,0.0298,0.0,0.093,117.903,3.0,562.0,iranian
Decida - Ao Vivo,308266,False,1,Zezo,"Seresta, Vol. 14 (Ao Vivo)",10,-2.738,0.0,0.0311,0.0,0.151,110.011,4.0,564.0,forro
Poderoso Deus,290600,False,48,Tony Allysson,Poderoso Deus,0,-6.097,1.0,0.0306,9.49e-06,0.16,139.816,4.0,623.0,brazil
No Way Out (feat. Mira Lu Kovacs),245485,False,55,Camo & Krooked;Mira Lu Kovacs,No Way Out (feat. Mira Lu Kovacs),7,-0.308,1.0,0.1,0.542,0.0651,175.077,4.0,701.0,j-dance
i loved you first,227067,False,50,joan,i loved you first,0,-9.603,1.0,0.0269,6.89e-06,0.0999,75.02,4.0,280.0,sleep
Jack'n the House,327653,False,7,"Farley ""Jackmaster"" Funk",Funkin' with the Drums Again,1,-14.316,1.0,0.0587,0.897,0.0686,115.875,4.0,628.0,chicago-house
I Wanted It More and More,349642,False,17,Aphrodite;Gail Mclean,Aphro Classics 2,10,-3.367,1.0,0.046,0.0602,0.17,168.0,4.0,972.0,breakbeat
下週同樣時間 (再見) - Live at EasON AIR,278177,False,18,Eason Chan,EasON AIR,8,-9.16,1.0,0.0996,0.000523,0.114,113.972,4.0,517.0,mandopop
THOT'S PRAYER!,187758,True,44,JPEGMAFIA,LP!,0,-7.27,1.0,0.0996,0.0,0.354,123.92,4.0,382.0,industrial
抱きしめたいけど,258920,False,19,NMB48,世界の中心は大阪や~なんば自治区~ (通常盤Type-N),4,-3.789,1.0,0.0611,0.0,0.232,153.992,4.0,651.0,j-idol
Throw Back Days,199613,False,42,Mel Waiters,Throw Back Days,10,-7.722,1.0,0.0363,0.0,0.337,93.002,4.0,305.0,bluegrass
Samjhawan - Lofi Flip,227100,False,64,KSW;Arijit Singh;Shreya Ghoshal;Shaarib Toshi;Jawad Ahmad,Samjhawan (Lofi Flip),4,-10.307,1.0,0.0295,0.00151,0.28,107.031,4.0,402.0,indian
Ecuador - Original Radio Edit,212133,False,70,Sash!,It's My Life,4,-6.836,1.0,0.0354,0.699,0.396,132.885,4.0,465.0,techno
Não Vou Ficar,172996,False,52,Tim Maia,Tim Maia 1971,4,-9.052,1.0,0.0695,0.0,0.0887,77.723,4.0,224.0,brazil
The Hanged Man,386333,False,17,Moonspell,Sin / Pecado,4,-8.798,1.0,0.0325,0.653,0.0795,140.105,4.0,902.0,black-metal
Ik Moet Zuipen! - Hardstyle Frenchcore Remix,240213,False,22,PartyfrieX;Schorre Chef & MC Vals,Partyfreak,0,-7.19,1.0,0.0774,0.000386,0.0621,149.934,4.0,578.0,happy
當我們一起走過,284853,False,52,Sodagreen,你在煩惱什麼,10,-8.779,1.0,0.0279,0.0,0.117,76.953,4.0,361.0,mandopop
Baby Wants to Ride - Re-Directed Radio Version,197142,False,15,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle,Baby Wants to Ride (Re-Directed),7,-6.933,1.0,0.0573,0.829,0.177,126.031,4.0,413.0,chicago-house
With Your Cries,179266,False,22,Front 242,Geography (2004),2,-2.663,1.0,0.12,0.453,0.304,115.961,4.0,336.0,industrial
headache,169091,False,28,wavcrush,the beginning,1,-11.899,1.0,0.105,0.578,0.0845,75.051,4.0,210.0,study
Eu Tô Carente,172695,False,46,Raquel dos Teclados,VOL 1,1,-2.89,1.0,0.0399,0.0,0.319,136.011,4.0,384.0,forro
Carta de Amor - Ao Vivo,371250,False,44,Kemuel;Rebeca Carvalho,Carta de Amor (Ao Vivo),6,-6.371,1.0,0.0364,0.0,0.104,127.726,4.0,780.0,brazil
Rubai 6 To 8,193053,False,0,Kiawasch Sahebnassagh;Amirhosein Allah Yari,Forty Poems To Kharaghan,0,-16.052,1.0,0.0414,0.0198,0.138,124.156,4.0,398.0,iranian
Vou Partir Pro Piseiro,177234,False,14,Márcia Fellipe,Vou Partir Pro Piseiro,4,-2.665,0.0,0.0821,0.0,0.131,179.982,4.0,526.0,forro
Change the World - 2015 Remaster,234813,False,2,Eric Clapton,Forever Man,9,-8.77,1.0,0.0248,0.00511,0.0935,96.9,4.0,374.0,bluegrass
My Promiscuous Daughter,196960,False,28,CKY,"Camp Kill Yourself, Vol.1",7,-10.161,1.0,0.0525,0.478,0.356,125.995,4.0,410.0,industrial
Worth It (feat. Kid Ink),224573,False,76,Fifth Harmony;Kid Ink,Reflection (Deluxe),8,-3.865,1.0,0.0882,7.04e-06,0.118,99.987,4.0,371.0,breakbeat
Koko,172489,True,47,Karen Nyame KG;Mista Silva,Koko,8,-8.947,1.0,0.0579,0.574,0.0826,115.038,4.0,323.0,techno
Ole Slew Foot,154960,False,33,Jim and Jesse and the Virginia Boys,Y'all Come!,9,-9.492,1.0,0.0381,2.75e-05,0.134,146.149,4.0,373.0,bluegrass
Fasle Gul,270632,False,48,Nusrat Fateh Ali Khan;A1Melodymaster,Reformed,0,-6.841,1.0,0.0395,0.00211,0.0945,109.974,4.0,495.0,indian
Som vanligt,174040,False,35,Bo Sundström,Det kanske händer,3,-13.221,1.0,0.0329,8.51e-05,0.151,82.335,3.0,228.0,j-dance
Quem Me Dera,136097,False,49,Os Barões Da Pisadinha,Agora Eu Pego Mesmo,4,-6.243,0.0,0.0581,0.0,0.0425,171.852,4.0,389.0,forro
Ostras Feridas,296936,False,45,Pr. Lucas,Ostras Feridas,4,-7.226,1.0,0.0295,0.0,0.118,121.966,4.0,590.0,brazil
undefined,101647,False,47,Twinkz,undefined,10,-14.545,0.0,0.0417,0.113,0.112,84.992,4.0,142.0,study
Cali Spaces - Kaskade Remix,368268,False,6,Mark Farina,Cali Spaces,2,-6.883,1.0,0.0718,0.918,0.0481,126.029,4.0,769.0,chicago-house
疼惜我的吻,249880,False,22,音樂磁場,音樂磁場15-台語名曲經典,1,-17.624,0.0,0.0333,3.36e-06,0.114,116.994,3.0,481.0,mandopop
War Dub,313932,False,16,Bladerunner,War Dub,1,-0.877,0.0,0.0536,0.675,0.199,174.971,4.0,818.0,idm
Vedestä Vieraantunut,395066,False,18,Vermilia,Kätkyt,9,-5.34,1.0,0.0542,0.625,0.389,103.0,4.0,853.0,black-metal
Se é pra Gente Ficar (feat. Wesley Safadão),176236,False,46,Solange Almeida;Wesley Safadão,Se é pra Gente Ficar (feat. Wesley Safadão),0,-3.402,1.0,0.0344,0.0,0.13,118.97,4.0,345.0,forro
Dialtone Diaries,254250,False,8,Miso Colt,Lonely But I Like It,5,-12.154,0.0,0.0625,0.86,0.125,167.357,4.0,709.0,study
Falta de Amor Não É,167587,False,43,Washington Brasileiro,Novo Show 2021,1,-3.378,1.0,0.0399,9.7e-06,0.284,174.099,4.0,485.0,forro
Die tijd van het jaar (Reprise),52693,False,29,Carlo Boszhard,Olaf's Frozen Avontuur (Originele Nederlandstalige Soundtrack),1,-17.707,1.0,0.0453,0.00043,0.0679,175.573,3.0,143.0,disney
Free Yourself,261266,False,40,The Chemical Brothers,No Geography,1,-7.642,1.0,0.0418,0.304,0.433,125.02,4.0,543.0,breakbeat
Desejos do Mar,220906,False,44,Armandinho,Volume 5,4,-7.754,0.0,0.0323,0.0,0.139,141.934,4.0,513.0,brazil
Prólogo,138706,False,28,Mägo de Oz,Finisterra Ópera Rock,7,-6.808,1.0,0.0319,0.567,0.192,97.546,3.0,222.0,spanish
El Juego de las Verduras,157173,False,36,Elenco Junior Express;Diego Topa,Junior Express - Grandes Éxitos,4,-4.723,1.0,0.0459,0.0,0.406,149.934,4.0,382.0,spanish
In Defiance of Existence,296880,False,22,Old Man's Child,In Defiance of Existence,1,-5.895,0.0,0.0414,0.705,0.491,104.986,3.0,598.0,black-metal
Purple Widow (Original Mix),381118,False,5,Nico Moreno,Purple Widow,2,-7.598,1.0,0.0634,0.639,0.112,145.014,4.0,913.0,techno
床の間正座娘,247306,False,10,NMB48,床の間正座娘 (劇場盤),5,-1.611,1.0,0.0792,0.0,0.314,147.95,4.0,590.0,j-idol
Mars,346235,False,0,Vilas Monnappa,Mars,2,-10.183,1.0,0.0437,0.833,0.136,128.009,4.0,736.0,techno
Arabian yöt,83760,False,22,Antti Paakkonen,Aladdin (Alkuperäinen Suomalainen Soundtrack),9,-11.742,0.0,0.0425,2.74e-06,0.117,128.493,4.0,168.0,disney
十萬毫升淚水,260958,False,53,Tanya Chua,天使與魔鬼的對話,5,-9.931,1.0,0.0361,0.0,0.108,75.071,5.0,382.0,mandopop
L Speex,375750,False,8,Jovonn,Timeless,5,-9.034,0.0,0.0369,0.697,0.0522,123.015,4.0,768.0,chicago-house
Sheep Rotation,121943,False,10,Jobii,Sheep Rotation,8,-9.891,1.0,0.12,0.863,0.0811,87.006,4.0,176.0,study
Bossy Bossa,87000,False,44,Hi Hat Henry,Soul Kitchen,10,-9.41,1.0,0.071,0.922,0.166,159.976,4.0,231.0,study
Posto dos Cornos,138750,True,49,Japãozin,Brabo dos Paredões,5,-4.44,1.0,0.0351,0.0,0.0278,163.98,4.0,373.0,forro
Woops,359967,False,28,Binum,Jumpstyle Hardstyle Part 1,9,-6.993,1.0,0.0766,0.41,0.0673,75.007,4.0,447.0,j-dance
Mi Persona Favorita,239972,False,0,Alejandro Sanz;Camila Cabello,Dulce Balada,8,-7.511,1.0,0.116,0.0,0.0656,155.945,4.0,611.0,spanish
交換餘生,276338,False,56,JJ Lin,交換餘生,2,-6.825,1.0,0.0302,1.55e-06,0.351,130.219,4.0,594.0,mandopop
Un Buen Dia,230386,False,2,Los Planetas,Éxitos del Pop en Español de los Años 2000,2,-5.512,1.0,0.05,0.736,0.126,128.409,4.0,480.0,spanish
Got It Like That,248470,False,0,Ed Solo;Skool Of Thought;Bukue One;Carl Faure,Random Acts of Kindness,7,-3.765,1.0,0.096,0.27,0.147,131.926,4.0,531.0,breakbeat
Tomei Vergonha,161619,False,37,Unha Pintada,Tomei Vergonha,9,-4.856,1.0,0.0492,0.0,0.0949,137.145,4.0,360.0,forro
O Tempo de Deus (feat. John Nascimento),247053,False,50,Rose Nascimento;John Nascimento,Uma Questão de Fé,6,-4.424,1.0,0.0304,0.0,0.149,115.991,4.0,472.0,brazil
DLMD,160212,False,61,Darren Styles;TNT;Technoboy;Tuneboy,DLMD,0,-2.282,1.0,0.094,0.843,0.331,160.046,4.0,416.0,techno
I Wish I Was,316440,False,57,The Avett Brothers,True Sadness,11,-8.86,1.0,0.0317,0.0,0.188,109.329,4.0,548.0,bluegrass
Bas Ek Baar (Lo-Fi Flip),183103,False,50,Gravero,Bas Ek Baar (Lo-Fi Flip),0,-14.797,1.0,0.0948,0.00555,0.0974,144.892,3.0,433.0,indian
Zindagi Ne Zindagi Bhar Gham Diye - Lofi Remix,198449,False,2,Omix Music,Zindagi Ne Zindagi Bhar Gham Diye (Lofi Remix),11,-13.042,0.0,0.043,0.00482,0.356,74.995,4.0,249.0,indian
Giggle and Hoot Theme Song,65653,False,31,Giggle and Hoot,Beak Bopping Tunes,6,-9.102,1.0,0.0393,0.000879,0.118,119.989,4.0,119.0,disney
Rat Race,200501,False,4,Future Funk Squad feat. Mojo;Future Funk Squad;Mojo,Darker Days,1,-6.004,1.0,0.0689,0.113,0.117,127.004,4.0,423.0,breakbeat
Ka Karoon Sajni Guitar,270759,False,35,Sunil Ganguly,Sunil Ganguly Guitar,7,-13.577,0.0,0.0321,1.12e-05,0.15,113.544,4.0,495.0,indian
Airstrip One,413506,False,10,Posthuman,Hack Jammer,1,-10.716,1.0,0.063,0.907,0.0531,134.955,4.0,862.0,idm
"Cut the Midrange, Drop the Bass",232733,False,12,Cylob,Cymply The Best 93-01,1,-9.873,1.0,0.087,3.6e-05,0.346,164.98,5.0,614.0,idm
The Stand,247340,False,39,Hillsong Young & Free;Melodie Wagner,The Stand,3,-5.361,1.0,0.0288,0.0,0.333,77.975,4.0,308.0,brazil
愛我還是他,292666,False,57,David Tao,太平盛世,11,-8.029,1.0,0.0304,0.0,0.112,133.025,4.0,625.0,mandopop
A New Today - ANDY SVGE Remix,223815,False,17,Endymion;Art Of Fighters;Lilly Julian;ANDY SVGE,Invincible,11,-3.941,0.0,0.064,0.00128,0.0959,151.998,4.0,557.0,happy
In My Eyes - 2021 Mix,344346,False,0,Klubfiller;Steve Hill;Carlotta Chadwick,"Full Length Cardio Workout, Vol. 6",9,-5.122,1.0,0.0725,0.0155,0.165,144.997,4.0,823.0,happy
The End of the World,253300,False,32,Celldweller,Satellites,1,-7.102,1.0,0.0307,0.000343,0.113,89.98,4.0,378.0,industrial
Hamatoono Dastgir Mikonam!,59221,False,0,Najand,The November Revolution,5,-5.318,1.0,0.0577,0.901,0.361,135.822,1.0,127.0,iranian
Cigar Time,413480,False,19,The New Mastersounds,Made for Pleasure,5,-10.865,1.0,0.0322,0.831,0.117,112.775,4.0,776.0,afrobeat
More Than I Am,214623,False,22,Mountain Heart,More Than I Am,7,-9.374,1.0,0.0408,0.00128,0.107,90.063,4.0,319.0,bluegrass
Crawler,323337,False,41,Joyhauser,Crawler,11,-7.101,1.0,0.0467,0.833,0.0942,132.008,4.0,710.0,techno
Ao Partir o Pão,256466,False,50,Walmir Alencar,Misericórdia Infinita,4,-11.413,1.0,0.0277,0.0,0.0703,96.015,4.0,401.0,brazil
Ikeja Roads,160948,False,35,Tony Allen,"Comet Series, Vol. 1 (Crazy Afrobeat)",2,-13.803,0.0,0.0412,0.89,0.106,100.007,4.0,265.0,afrobeat
The Vulture,243293,False,49,Pendulum,Immersion,1,-3.586,0.0,0.0478,0.83,0.349,140.031,4.0,557.0,idm
エキセントリック,273026,False,21,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),3,-5.262,0.0,0.0519,0.0,0.242,130.0,4.0,580.0,j-idol
Meri Dastaan,244879,False,0,Taba Chake,Bombay Dreams,8,-10.764,1.0,0.0402,4.17e-05,0.0798,150.261,4.0,603.0,indian
Funkophomatic,160941,False,36,Hi Hat Henry,Funkophomatic,7,-9.328,1.0,0.123,0.843,0.151,84.974,4.0,223.0,study
Eu Vou Morar no Sítio,170422,False,11,Pisadinha do Vaqueiro,Vaqueiro na Pisadinha,7,-4.304,1.0,0.0462,0.0776,0.03,112.061,3.0,297.0,forro
Photoshop® Sucks - Lo-Fi Version,201000,False,8,Apoptygma Berzerk,Black Pawn (B-Sides & Rarities),11,-8.871,1.0,0.0261,0.83,0.352,85.048,4.0,283.0,industrial
Here Be Dragons,377786,False,0,Stil & Bense,Progression 14,5,-10.228,1.0,0.0448,0.887,0.0671,124.0,4.0,768.0,techno
Good Vibrations - Mixed,232210,False,9,Mark Farina;Homero Espinosa,Bargrooves Deluxe Edition 2018 (Mixed),5,-6.939,0.0,0.0527,0.824,0.0907,124.026,4.0,479.0,chicago-house
Rift Valley,399393,False,15,Goldie;James Davidson;Subjective;Terri Walker,Act One - Music for Inanimate Objects,10,-10.286,0.0,0.0379,0.889,0.125,127.0,4.0,833.0,industrial
Ando Meio Desligado,208973,False,48,Pato Fu,Ruido Rosa,5,-8.097,1.0,0.0356,5.15e-06,0.363,143.129,4.0,490.0,brazil
The Scare Floor,161333,False,23,Randy Newman,"Monsters, Inc. (Original Motion Picture Soundtrack/Japan Release Version)",2,-9.782,1.0,0.0281,0.375,0.106,99.861,4.0,263.0,disney
Tô Beijando Ela,226493,False,38,Zé Vaqueiro,Vibe Original,7,-4.682,1.0,0.0506,0.000117,0.0583,152.038,4.0,556.0,forro
She so Pretty,185546,False,21,Vybz Kartel;Birchill,She so Pretty,7,-7.145,1.0,0.118,0.0,0.236,90.27,4.0,278.0,j-dance
Una Locura,230693,False,76,Ozuna;J Balvin;Chencho Corleone,ENOC,5,-4.596,0.0,0.0427,0.00035,0.241,168.022,4.0,645.0,spanish
There Is a Redeemer,252920,False,36,Kathryn Scott,Live Worship At Focusfest,0,-11.879,1.0,0.0291,0.0,0.0763,64.91,3.0,263.0,afrobeat
The Blood-Dimmed Tide,200920,True,0,Anaal Nathrakh,Vanitas,6,-2.811,1.0,0.133,0.315,0.326,129.871,4.0,428.0,black-metal
Beyond Control - KAS:ST Remix,435500,False,42,NTO;Monolink;KAS:ST,Beyond Control (KAS:ST Remix),6,-9.779,1.0,0.0465,0.553,0.27,124.996,3.0,899.0,techno
Mind Dimension - Tiësto Remix,220952,False,44,Tiga;Tiësto,Mind Dimension (Tiësto Remix),6,-5.432,1.0,0.147,0.505,0.0419,126.03,4.0,455.0,techno
Cold Feet,281880,False,27,Greensky Bluegrass,Handguns,11,-7.209,1.0,0.0305,0.458,0.0842,118.658,4.0,540.0,bluegrass
A Daisy Chain 4 Satan,352053,False,23,My Life With The Thrill Kill Kult,My Life With the Thrill Kill Kult,6,-6.893,1.0,0.0329,0.641,0.273,125.799,4.0,738.0,industrial
Phir Na Aisi Raat Aayegi,283225,False,49,Pritam;Arijit Singh;Amitabh Bhattacharya,Laal Singh Chaddha,1,-7.915,0.0,0.0295,0.0,0.1,128.049,4.0,598.0,indian
Caro,163000,False,43,Julianno Sosa,L.O.V.E. 2,2,-9.443,0.0,0.0622,8.43e-05,0.0654,155.766,4.0,419.0,spanish
Pai Nosso - Ao Vivo,213866,False,58,Padre Marcelo Rossi,Padre Marcelo Rossi Sem Limite,9,-7.389,1.0,0.045,0.0,0.0628,183.259,3.0,645.0,brazil
Asheville City Skyline,160453,False,20,The Lonesome Trio,The Lonesome Trio,0,-6.958,1.0,0.0306,0.0,0.125,179.846,4.0,463.0,bluegrass
