,name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,genre
136,Amor Sin Odio,332695,False,35,Skaparapid,Que Empiece Ya!,0.504,0.769,7,-9.082,1.0,0.129,0.0587,0.00255,0.207,0.579,118.562,4.0,724.0,spanish
137,Ihr könnt Euch einfach mal - Walter Wild Mix,277416,True,23,Ikke Hüftgold;Basti Trailerpark;Walter Wild,Ihr könnt Euch einfach mal,0.671,0.95,11,-3.39,1.0,0.104,0.0358,1.97e-06,0.366,0.6,139.986,4.0,634.0,happy
138,The Great Wound of History,184529,False,0,Beshenitar,The Great Wound of History,0.295,0.999,4,-3.66,1.0,0.0828,0.441,0.877,0.985,0.0253,140.002,4.0,423.0,iranian
139,你怎麼捨得我難過,271560,False,23,音樂磁場,音樂磁場1-國語經典名曲,0.743,0.336,6,-14.684,1.0,0.0301,0.892,0.00348,0.0983,0.439,112.305,3.0,497.0,mandopop
140,Shelter,343225,False,0,Ocoeur,Inner,0.146,0.0734,11,-23.291,1.0,0.0375,0.858,0.944,0.0769,0.033,68.61,4.0,384.0,idm
141,Sandsings - Stylophone mix,290760,False,0,Mira Calix,Pin Skeeling,0.468,0.699,9,-6.992,0.0,0.133,0.0514,0.252,0.107,0.222,163.239,4.0,618.0,idm
142,flat disc - Coffe Shop,140572,False,38,wet by water,flat disc,0.673,0.183,10,-16.714,1.0,0.0432,0.97,0.88,0.137,0.597,79.295,4.0,185.0,study
143,ヴァージニティー,252946,False,27,NMB48,ヴァージニティー (劇場盤),0.457,0.957,2,-2.021,1.0,0.0449,0.181,4.3e-05,0.218,0.678,164.892,4.0,677.0,j-idol
144,Lage Nahi Man,191770,False,56,Vismay Patel,Lage Nahi Man,0.622,0.318,6,-16.183,1.0,0.0268,0.855,0.00102,0.117,0.508,124.938,3.0,399.0,indian
145,Akela Hoon,224600,False,53,AMAN,Akela Hoon,0.508,0.0901,7,-22.456,1.0,0.0295,0.943,0.000875,0.18,0.11,70.198,4.0,259.0,indian
146,"Senhor,Que Vieste Salvar...",145106,False,50,Padre Zeca,Dez E Deus,0.394,0.443,7,-12.441,1.0,0.0371,0.239,0.0,0.782,0.38,67.532,4.0,163.0,brazil
147,Me Voy Pa’ Porce,246226,False,16,La Misa Negra,La Misa Negra,0.605,0.732,7,-6.681,1.0,0.0737,0.0186,1.65e-06,0.051,0.793,178.022,4.0,723.0,afrobeat
148,Amazing Grace (My Chains Are Gone) - Live,441680,False,39,Passion;Chris Tomlin,Passion: The Essential Collection (Live),0.255,0.148,5,-13.001,1.0,0.0361,0.626,2.89e-06,0.989,0.0809,117.479,4.0,844.0,indian
149,波打ち際を走らないか?,261799,False,24,Keyakizaka46,風に吹かれても (Special Edition),0.446,0.862,5,-2.347,1.0,0.042,0.0319,0.0,0.284,0.512,151.976,4.0,647.0,j-idol
150,Crazy Legs,242800,False,24,(Hed) P.E.,Broke,0.607,0.775,6,-5.427,1.0,0.267,0.00195,1.15e-06,0.0915,0.736,102.051,4.0,413.0,industrial
151,Leja Leja,269815,False,48,Sultan Khan;Shreya Ghoshal;Salim Merchant,Ustad And The Divas,0.603,0.743,9,-7.013,1.0,0.0553,0.728,4.22e-05,0.103,0.341,100.021,4.0,444.0,indian
152,Fim Sem Ponto Final,179739,False,11,Priscila Senna,Fim Sem Ponto Final,0.771,0.551,4,-6.809,1.0,0.0309,0.569,6.93e-06,0.195,0.519,115.012,4.0,341.0,forro
153,Chama Arteira,262000,False,19,Samuca e a Selva,Ditados Populares Dançantes,0.694,0.731,4,-5.111,0.0,0.0411,0.0856,2.8e-05,0.305,0.62,125.769,4.0,544.0,afrobeat
154,"Traditional: Kommet, ihr Hirten",114080,False,0,Traditional;Wiener Sängerknaben;Schubert-Akademie;Gerald Wirth,Klassische Weihnachtsmusik,0.411,0.174,5,-12.668,1.0,0.0303,0.979,0.000103,0.0778,0.314,49.997,3.0,92.0,sleep
155,Amor Maior,197277,False,42,Jota Quest;Jão,Collab,0.614,0.394,5,-11.954,1.0,0.0447,0.307,0.0,0.128,0.296,139.952,4.0,453.0,brazil
156,Wintree,141296,False,35,Stapes,Wintree,0.723,0.287,0,-12.613,1.0,0.0783,0.957,0.825,0.102,0.253,76.011,4.0,176.0,study
157,Todo mundo de Pie,239093,False,30,Planetshakers,Nada Es Imposible,0.62,0.9,7,-4.158,1.0,0.0365,0.00332,0.0,0.0118,0.706,129.999,4.0,512.0,afrobeat
158,La Fuerza,250909,False,0,La Bien Querida;Los Planetas,El Que Sabem (Original Motion Picture Soundtrack),0.582,0.854,7,-7.594,1.0,0.0442,0.133,0.174,0.113,0.535,99.029,3.0,403.0,spanish
159,Pearl of Carolina,233840,False,17,The Infamous Stringdusters,Toward the Fray,0.506,0.798,2,-6.466,1.0,0.0322,0.472,0.00593,0.198,0.602,114.798,4.0,436.0,bluegrass
160,Diga pra Mim,221973,False,0,Zezo,25 Sucessos de Zezo (O Principe dos Teclados),0.694,0.904,4,-4.65,0.0,0.045,0.092,0.0256,0.0445,0.67,90.003,4.0,332.0,forro
161,Lily Of The Valley,135146,False,16,Steve Ivey,30 Bluegrass Gospel Favorites,0.645,0.577,2,-5.938,1.0,0.0261,0.63,3.82e-06,0.1,0.748,106.929,4.0,234.0,bluegrass
162,Feed Your Head,346240,False,63,Paul Kalkbrenner,7,0.793,0.339,5,-14.317,1.0,0.0555,0.166,0.809,0.11,0.266,125.993,4.0,717.0,techno
163,One Sweet Ride - Without Dialogue,101853,False,26,Tokyo Disneyland,Tokyo Disneyland The Happy Ride with Baymax,0.579,0.89,7,-7.013,1.0,0.0588,0.00284,6.11e-06,0.659,0.888,155.111,4.0,254.0,disney
164,Hardcore To Da Bone,316213,False,18,Masters of Ceremony,The Best Hardcore Classics Ever,0.707,0.961,7,-3.419,1.0,0.158,0.00274,0.186,0.154,0.161,92.509,4.0,486.0,happy
165,stuck up top,126028,False,11,Justnormal;frumhere,better unsaid,0.646,0.277,11,-10.531,1.0,0.0315,0.553,0.944,0.117,0.273,86.004,4.0,176.0,study
166,Song For His Presence - Live,470760,False,34,Hillsong Young & Free,Out Here On A Friday Where It Began,0.499,0.531,4,-10.022,1.0,0.0291,0.0106,0.0,0.247,0.139,104.026,4.0,807.0,forro
167,Beach & Berries,124137,False,26,Kantboll,Beach & Berries,0.77,0.268,2,-10.559,1.0,0.0775,0.831,0.934,0.108,0.371,86.997,4.0,176.0,study
168,Feel a Vibe,274809,False,32,Layton Giordani,New Generation,0.707,0.927,1,-6.861,1.0,0.109,0.121,0.55,0.086,0.0519,131.009,4.0,593.0,techno
169,Graceland,217333,False,20,Plastilina Mosh,Juan Manuel,0.627,0.856,0,-8.674,0.0,0.0326,0.0203,0.911,0.872,0.777,96.963,4.0,351.0,afrobeat
170,Te Amei A Mais - Ao Vivo,219130,False,40,Douglas & Vinicius,Ao Vivo Em São Paulo (Vol. 4),0.599,0.664,1,-5.747,1.0,0.0408,0.827,0.0,0.293,0.452,139.902,4.0,507.0,forro
171,Pretty When You Cry (Live),228293,True,25,Vast,Vast Live in New York City,0.573,0.832,2,-8.546,1.0,0.0418,0.00419,0.00132,0.74,0.293,107.979,4.0,409.0,industrial
172,Slowly - En Directo,363586,False,35,Luis Eduardo Aute,De la Luz y la Sombra (En Directo),0.57,0.457,1,-11.006,1.0,0.0856,0.789,2.04e-06,0.971,0.527,79.109,4.0,485.0,spanish
173,Mata,230853,False,41,Akalé Wubé,Mata,0.569,0.496,4,-11.423,1.0,0.0674,0.393,0.924,0.11,0.808,82.822,4.0,305.0,afrobeat
174,惡作劇,226773,False,61,Tangerine Wong,惡作劇之吻,0.684,0.683,10,-6.374,1.0,0.028,0.581,9.52e-06,0.123,0.676,135.978,4.0,506.0,mandopop
175,Nuh Reason,197340,False,0,Jahvillani,Nuh Reason,0.733,0.492,6,-6.672,1.0,0.457,0.0686,0.0,0.145,0.653,186.08,4.0,611.0,j-dance
176,Nebel,292500,False,49,Droplex;Mark Dekoda,Nebel,0.934,0.533,8,-6.17,1.0,0.0789,0.00694,0.447,0.0942,0.15,128.001,4.0,624.0,techno
177,Side Effect (feat. Au/Ra),144193,False,58,Alok;Au/Ra,Side Effect (feat. Au/Ra),0.727,0.712,10,-5.742,0.0,0.0597,0.192,0.0,0.196,0.515,123.955,4.0,293.0,chicago-house
178,Natural Spectrum,176033,False,17,Ceephax Acid Crew,Cro Magnox,0.689,0.418,9,-11.424,0.0,0.0261,0.194,0.866,0.405,0.151,104.594,4.0,299.0,idm
179,Rituals,144782,False,59,Lorelle Paredes,Rituals,0.214,0.0422,2,-28.109,1.0,0.0366,0.994,0.896,0.0969,0.0575,69.912,3.0,165.0,sleep
180,Rumba,99000,False,57,Natos y Waor,Luna llena,0.776,0.813,6,-5.323,0.0,0.146,0.0994,6.16e-05,0.097,0.397,93.998,4.0,149.0,spanish
181,I Like It - Kenny Smoove Remix,261266,False,13,Jomanda;Kenny Smoove,Nubia Soul,0.81,0.545,9,-12.579,0.0,0.0477,0.11,0.00318,0.246,0.726,95.31,4.0,412.0,chicago-house
182,against,229226,False,16,Sayaka Yamamoto,ゼロ ユニバース,0.486,0.936,2,-2.976,1.0,0.0896,0.0415,0.0,0.0942,0.475,94.953,4.0,347.0,j-idol
183,Yes! Come Parade With Us,294600,False,28,Leafcutter John,Yes! Come Parade With Us,0.408,0.731,3,-6.259,0.0,0.043,0.202,0.764,0.604,0.324,112.019,4.0,549.0,idm
184,Cigar Time,413480,False,19,The New Mastersounds,Made for Pleasure,0.601,0.616,5,-10.865,1.0,0.0322,0.677,0.831,0.117,0.798,112.775,4.0,776.0,afrobeat
185,Benzin,226000,False,63,Rammstein,Rosenrot,0.527,0.947,4,-4.205,1.0,0.0574,0.000393,0.00372,0.075,0.206,142.008,4.0,529.0,industrial
186,Cloud Study,190000,False,61,Norris Melcher,Cloud Study,0.19,0.0959,2,-26.159,1.0,0.0446,0.949,0.976,0.102,0.0464,79.531,3.0,250.0,sleep
187,High in Yah,193608,True,8,Jah Vinci,Imac Riddim,0.575,0.839,5,-4.435,0.0,0.353,0.0157,0.0,0.313,0.8,129.815,5.0,417.0,j-dance
188,396 Hz Aumenta las ganas de vivir,174566,False,37,Mc_team,Frecuencias Curativas Solfeggio 369 Hz,0.104,0.0176,0,-32.272,1.0,0.0423,0.992,0.913,0.13,0.0396,90.758,4.0,314.0,afrobeat
189,Wicked Slam,168800,False,30,Beenie Man,Dancehall: Beenie Man,0.607,0.859,10,-5.325,0.0,0.298,0.623,0.0,0.276,0.728,83.042,4.0,228.0,j-dance
190,BORN FI DIS,150720,False,19,Chronic Law;ATTOMATIC RECORDS,1law,0.551,0.59,3,-8.492,1.0,0.0621,0.0737,2.25e-05,0.112,0.128,102.14,4.0,256.0,j-dance
191,Clima Tropical,209614,False,57,Dani Fernández,Entre las dudas y el azar,0.581,0.839,4,-5.968,1.0,0.0517,0.121,1.95e-06,0.102,0.413,146.928,4.0,506.0,spanish
192,Off Screen,265240,False,27,VNV Nation,Transnational,0.603,0.671,11,-9.025,0.0,0.0284,0.000606,0.0025,0.239,0.456,130.019,4.0,557.0,industrial
193,MEU VÍCIO É VOCÊ,144914,False,57,Zezo,O Príncipe dos Teclados,0.778,0.852,8,-2.346,0.0,0.0265,0.567,0.0,0.0968,0.702,111.064,4.0,268.0,forro
194,Sdraiata accanto a me,188000,False,41,Scintillante,Sdraiata accanto a me,0.0664,0.00692,10,-33.73,1.0,0.0434,0.981,0.937,0.108,0.072,73.711,4.0,223.0,sleep
195,Break Ya King - Dub Edit,179922,False,11,Shade k;Terrie Kynd,Break Ya King (Dub Edit),0.809,0.927,1,-7.488,1.0,0.188,0.00565,0.00694,0.0622,0.4,131.996,4.0,383.0,breakbeat
196,Promised Land - Floorplan Extended Paradise Remix,435414,False,4,Joe Smooth;Floorplan,Promised Land (Floorplan Paradise Remix),0.699,0.855,1,-5.798,0.0,0.0793,0.00427,0.00925,0.102,0.175,124.962,4.0,904.0,chicago-house
197,Mami,168367,False,71,Rvfv;Pablo Mas,NASTU,0.707,0.572,1,-5.378,1.0,0.157,0.497,4.06e-06,0.126,0.456,98.003,4.0,271.0,spanish
198,O Seu Amor por Mim - Ao Vivo,362734,False,49,Weslei Santos,Pra Todo Mundo Cantar (Ao Vivo),0.459,0.399,6,-9.954,1.0,0.0339,0.433,0.0,0.682,0.374,139.792,3.0,840.0,brazil
199,Hannah,187758,True,43,Dalsin;Froid;KK,Hannah,0.538,0.685,2,-4.673,0.0,0.353,0.499,0.0,0.106,0.565,89.662,5.0,331.0,brazil
200,For Me,194063,False,46,Limoblaze;Marizu,Afrobeats Rap and Jesus,0.728,0.719,2,-4.201,1.0,0.0459,0.477,0.0,0.0713,0.719,107.95,4.0,345.0,afrobeat
201,Phosphor,467333,False,20,Bölzer,Hero,0.156,0.981,4,-7.823,0.0,0.0908,2.68e-05,0.534,0.144,0.0965,127.326,4.0,980.0,black-metal
202,Mi Eden de Tristeza,273225,False,31,Porta;Pumpkin,No Es Cuestión de Edades (Maqueta 2006),0.774,0.402,11,-6.131,1.0,0.243,0.0984,0.0,0.347,0.812,92.011,4.0,420.0,spanish
203,說好不哭,220693,False,63,Jay Chou;Ashin Chen,最偉大的作品,0.513,0.363,10,-11.219,1.0,0.0306,0.53,0.0,0.0792,0.383,151.828,4.0,542.0,mandopop
204,Strange Clouds,130737,False,12,"Sarah, the Illstrumentalist",MOMENTS,0.812,0.435,0,-10.269,1.0,0.0602,0.00988,0.895,0.111,0.802,122.05,4.0,261.0,study
205,House Party - Doe Schite Remix,257693,False,7,Aaron Smith;Malik Hart,House Party,0.694,0.768,0,-4.971,1.0,0.238,0.00199,0.00225,0.0412,0.435,121.962,4.0,522.0,chicago-house
206,Algo Contigo,210413,False,0,Rosario,Halloween 2022 Pop Vol. 1,0.706,0.748,1,-5.54,1.0,0.165,0.671,0.0,0.14,0.745,96.146,4.0,321.0,spanish
207,Volume Três (Acústico) - Ao Vivo,187789,False,26,Douglas & Vinicius,"Douglas & Vinicius: Acústico, ao Vivo",0.667,0.67,0,-4.641,1.0,0.0377,0.809,0.0,0.823,0.548,146.043,4.0,454.0,forro
208,Espelho Espelho Meu,173215,False,44,Banda A Loba,Espelho Espelho Meu,0.802,0.592,11,-6.071,1.0,0.0336,0.795,0.0046,0.118,0.883,125.999,4.0,359.0,forro
209,Geração Coca-Cola,141400,False,48,Legião Urbana,Mais Do Mesmo,0.574,0.89,6,-5.789,0.0,0.041,0.082,0.0,0.0741,0.83,97.9,4.0,225.0,brazil
210,Tongue,303750,False,10,Anenon,Tongue,0.471,0.652,5,-13.163,1.0,0.0621,0.708,0.894,0.0923,0.31,179.097,4.0,906.0,idm
211,Diga - Ao Vivo,297240,False,40,Dorgival Dantas;Xand,Simplesmente Dorgival Dantas (Ao Vivo),0.386,0.756,9,-4.861,1.0,0.095,0.679,0.0,0.529,0.585,172.804,4.0,843.0,forro
212,Burnin Love - Rave Radio Edit,261160,False,22,Critical Mass,Burnin Love,0.547,0.922,8,-7.476,0.0,0.0453,0.00552,0.615,0.084,0.175,165.027,4.0,713.0,happy
213,Conflicto,166817,False,14,Timothy Infinite,Cielo,0.784,0.724,6,-6.739,1.0,0.0503,0.0775,0.885,0.271,0.401,93.984,4.0,259.0,study
214,渋谷川,292226,False,24,Keyakizaka46,サイレントマジョリティー (Special Edition),0.516,0.728,1,-3.867,1.0,0.0287,0.388,0.0,0.116,0.57,93.0,4.0,442.0,j-idol
215,Mostra,148119,False,34,Henry Freitas,O Forró Voltou,0.543,0.933,10,-1.373,1.0,0.0741,0.556,4.21e-05,0.137,0.762,160.013,4.0,375.0,forro
216,Fixed Emotions,158158,False,43,rec.memos,Fixed Emotions,0.76,0.378,7,-11.719,0.0,0.0633,0.532,0.867,0.117,0.265,80.031,4.0,210.0,study
217,Strummer Boy,129819,False,45,Dusty Decks,RPM,0.681,0.36,11,-9.901,0.0,0.159,0.926,0.95,0.124,0.417,84.896,4.0,182.0,study
218,A New Today - ANDY SVGE Remix,223815,False,17,Endymion;Art Of Fighters;Lilly Julian;ANDY SVGE,Invincible,0.392,0.951,11,-3.941,0.0,0.064,0.184,0.00128,0.0959,0.394,151.998,4.0,557.0,happy
219,Gatinha,192600,False,38,Marcynho Sensação,Junho 2K21,0.641,0.73,9,-6.976,1.0,0.0862,0.185,2.27e-05,0.0683,0.622,132.079,3.0,434.0,forro
220,Sincronia,212683,False,14,Samuca e a Selva,Ditados Populares Dançantes,0.791,0.546,11,-8.81,0.0,0.0436,0.034,0.0211,0.0464,0.843,100.064,4.0,351.0,afrobeat
221,Better,310571,False,19,Faderhead;Chris Harms,Better,0.441,0.756,9,-7.557,0.0,0.0322,0.0212,0.105,0.378,0.367,144.3,4.0,734.0,industrial
222,Time Stands Still,216466,False,0,xJ-Will;2Infinity,In Your Eyes Vol: I,0.803,0.278,2,-13.841,0.0,0.0484,0.0207,0.875,0.12,0.473,130.001,4.0,446.0,study
223,Ljusa Drömmar,158982,False,52,Eleonora Feldt,Ljusa Drömmar,0.156,0.00453,9,-34.118,1.0,0.0404,0.994,0.91,0.0741,0.0619,73.865,3.0,196.0,sleep
224,Gaston - Brazilian Version,190400,False,24,Mauricio Luz;Pedro Lopes,A Bela e a Fera,0.436,0.332,7,-15.096,1.0,0.0663,0.811,0.0,0.136,0.701,72.408,4.0,248.0,disney
225,Segura,238293,False,18,Amplexos;Digitaldubs;Leão Etíope do Méier;Lenine,Segura,0.538,0.533,0,-12.113,1.0,0.0518,0.0184,0.0133,0.109,0.365,74.973,4.0,293.0,afrobeat
226,擱淺,236133,False,65,Jay Chou,七里香,0.497,0.49,5,-7.161,1.0,0.0276,0.671,0.000417,0.155,0.126,122.71,4.0,481.0,mandopop
227,"Mulher Nova, Bonita e Carinhosa Faz o Homem Gemer Sem Sentir Dor",355760,False,39,Amelinha,"Mulher Nova, Bonita E Carinhosa, Faz O Homem Gemer Sem Sentir Dor",0.477,0.437,5,-12.441,1.0,0.0406,0.46,0.0,0.0962,0.248,103.162,4.0,604.0,forro
228,Unashamed - Beauty In The Broken Album Version,304853,False,39,Starfield,Beauty In The Broken,0.442,0.458,5,-7.875,1.0,0.0259,0.0979,0.0,0.187,0.139,153.991,4.0,776.0,afrobeat
229,Dawn of a New Day,291106,False,11,Larry Heard;Loosefingers,Soundtrack From the Duality Double-Play,0.794,0.607,0,-12.851,1.0,0.0585,0.0321,0.941,0.0975,0.462,106.015,4.0,510.0,chicago-house
230,Saudade da Minha Ex,203102,False,43,Alemão Do Forró,As 20 Mais,0.833,0.916,8,-2.763,0.0,0.0436,0.159,0.0,0.244,0.963,96.013,4.0,324.0,forro
231,A Flicker Of Hope,307013,False,24,Wynardtage,A Flicker Of Hope,0.502,0.938,2,-5.96,1.0,0.0442,0.00314,0.616,0.249,0.412,133.005,4.0,663.0,industrial
232,Relevant,177841,True,21,Chronic Law,Relevant,0.574,0.585,9,-7.016,1.0,0.403,0.0944,0.0,0.0892,0.325,72.999,3.0,243.0,j-dance
233,エキゾチックテレパシー,225375,False,30,夜光性アミューズ,エキゾチックテレパシー,0.603,0.939,1,-5.793,1.0,0.0617,0.0974,0.000289,0.371,0.655,160.014,4.0,596.0,j-idol
234,"All is Found (From ""Frozen 2"")",84857,False,10,The Harp and the Piano,Disney Treats,0.447,0.021,9,-25.758,1.0,0.061,0.984,0.926,0.115,0.323,71.26,4.0,96.0,disney
235,Flack,281187,False,9,Yimino;Nick Miller;Gina Beck,Breaker,0.75,0.351,2,-11.682,1.0,0.0644,0.437,0.891,0.0948,0.195,79.998,4.0,368.0,idm
236,Save A Life,344250,False,16,Dougal;Gammer,Save A Life,0.573,0.936,10,-2.933,1.0,0.0991,0.0019,0.0218,0.0415,0.648,170.051,4.0,971.0,happy
237,Frevofoguete,206066,False,21,BaianaSystem;Lucas Santtana,BaianaSystem,0.482,0.714,4,-8.796,1.0,0.0532,0.0127,0.903,0.107,0.656,155.103,4.0,529.0,afrobeat
238,FUE,242833,False,59,Manuel Carrasco,FUE,0.744,0.415,6,-8.417,1.0,0.161,0.449,0.0,0.111,0.692,145.988,4.0,585.0,spanish
239,Tantinho,252107,False,47,Silvanno Salles,Volume 15,0.763,0.784,0,-2.451,1.0,0.0387,0.705,0.0,0.408,0.828,138.977,4.0,584.0,forro
240,Ruido Blanco De Costa,110000,False,14,Ruido Blanco Hart;Musica para Bebes;Canciones De Cuna Para Dormir Bebes,Ruido Blanco De Ondas Para Bebés Durmiendo Vol. 1,0.321,0.0731,11,-40.264,0.0,0.0616,0.987,0.973,0.108,0.0313,149.98,4.0,269.0,afrobeat
241,Der løver sover søtt,84720,False,19,Nils Jørgen Kaalstad;Anders Bye,Løvenes Konge (Originalt Norsk Soundtrack),0.668,0.378,5,-14.998,1.0,0.215,0.808,0.0,0.299,0.855,138.335,4.0,188.0,disney
242,Western Skies,162480,False,33,Hot Rize,When I'm Free,0.677,0.644,9,-7.23,1.0,0.0293,0.688,0.034,0.32,0.909,129.866,4.0,334.0,bluegrass
243,Chicago House Scene - Freaky Mix Silk Extended Edit,290145,False,6,"Fast Eddie;Steve ""Silk"" Hurley","The Chicago LP, Volume 3 of 4",0.961,0.877,11,-5.38,0.0,0.151,0.00166,1.54e-05,0.275,0.365,117.507,4.0,560.0,chicago-house
244,Eu Me Apaixonei Pela Morena,172356,False,46,Josué Bom de Faixa,O Bom de Faixa,0.67,0.896,8,-5.628,0.0,0.0312,0.815,0.000181,0.124,0.843,148.767,4.0,426.0,forro
245,Me Dá um Beijo - Ao Vivo,211973,False,47,Dorgival Dantas,Simplesmente Dorgival Dantas (Ao Vivo),0.556,0.941,9,-3.749,1.0,0.0636,0.45,3.08e-05,0.805,0.685,174.798,4.0,615.0,forro
246,マンハッタンでブレックファスト,269146,False,30,Seiko Matsuda,Windy Shadow,0.729,0.673,10,-7.939,1.0,0.0333,0.23,0.00145,0.301,0.621,140.874,4.0,616.0,j-idol
247,Tum Jo Aaye (Lofi),154906,False,0,Rudra;Neelesh,Tum Jo Aaye (Lofi),0.661,0.488,4,-15.105,1.0,0.205,0.0923,0.00335,0.141,0.244,139.982,4.0,350.0,indian
248,daft funk,109714,False,17,sonolon,daft funk,0.579,0.673,6,-8.145,0.0,0.0356,0.0901,0.911,0.378,0.0463,139.938,4.0,254.0,study
249,Gal U a Goodaz,180427,True,18,Tony Matterhorn,Gal U a Goodaz,0.631,0.818,2,-3.859,1.0,0.265,0.286,0.0,0.0278,0.859,105.859,3.0,314.0,j-dance
250,Intro - Wy Jouwe Gas,89062,False,34,De Doelleazen,Wy Jouwe Gas,0.614,0.967,11,-3.779,1.0,0.0451,0.024,0.000207,0.247,0.77,149.998,5.0,216.0,happy
251,Fahrenheit Fair Enough,400293,False,37,Telefon Tel Aviv,Fahrenheit Fair Enough,0.667,0.877,5,-8.735,1.0,0.0386,0.216,0.769,0.101,0.0445,130.0,4.0,860.0,idm
252,Snapshot,249000,False,38,Fluke,Puppy,0.518,0.878,1,-8.799,1.0,0.0479,0.000131,0.0207,0.117,0.312,127.052,4.0,521.0,breakbeat
253,Percuma,215066,False,41,Slank,PISS,0.307,0.632,0,-8.513,1.0,0.0454,0.138,0.0,0.0478,0.497,171.829,4.0,579.0,bluegrass
254,Victory Is Yours - Live,333080,False,46,Bethel Music;Bethany Wohrle,Victory (Live),0.418,0.786,9,-5.257,1.0,0.0471,0.0105,0.0,0.342,0.0656,139.92,4.0,771.0,brazil
255,Adils fall,294933,False,22,Månegarm,Ynglingaättens Öde,0.456,0.93,2,-3.798,0.0,0.0515,9.53e-05,0.000171,0.457,0.54,155.98,3.0,758.0,black-metal
256,To Get Down - Radio Mix,212600,False,51,Timo Maas,Loud (Eastwest Release),0.661,0.806,9,-7.892,1.0,0.0545,0.0012,0.102,0.101,0.711,112.03,4.0,394.0,breakbeat
257,Pensando En Ti,280798,False,32,Mägo de Oz,Folktergeist,0.122,0.446,9,-5.687,0.0,0.0332,0.704,3.79e-06,0.805,0.215,61.292,5.0,270.0,spanish
258,I Stand Amazed (How Marvelous),396666,False,40,Passion;Chris Tomlin,Passion: Everything Glorious,0.251,0.484,8,-8.249,1.0,0.043,0.121,7.79e-06,0.483,0.192,136.067,4.0,919.0,afrobeat
259,Magika,246070,True,36,Yung Buda,Zero,0.809,0.264,1,-11.249,1.0,0.0828,0.614,0.0442,0.295,0.197,132.04,4.0,541.0,brazil
260,The Ballroom Blitz,220008,False,0,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),0.62,0.973,2,-5.264,1.0,0.0616,0.00328,1.61e-06,0.101,0.513,108.999,4.0,394.0,disney
261,L'amour est bleu - Mellow Version,207306,False,15,Therion,Les Épaves,0.556,0.675,7,-5.169,1.0,0.0238,0.0248,0.0016,0.144,0.357,105.024,4.0,356.0,black-metal
262,Creamer,137807,False,19,Timothy Infinite,Crunchy,0.864,0.351,1,-7.731,0.0,0.209,0.639,0.656,0.108,0.459,130.017,4.0,293.0,study
263,Waiting On My Angel,243173,False,22,Jamie Principle,Frankie Knuckles Presents: His Greatest Hits from Trax Records,0.708,0.91,5,-3.349,1.0,0.047,0.176,0.0431,0.0727,0.697,124.982,4.0,496.0,chicago-house
264,Nasty - Club Edit,344420,False,6,Paul Johnson,Nasty,0.668,0.535,0,-10.127,1.0,0.0571,0.00015,0.71,0.0941,0.566,123.01,4.0,703.0,chicago-house
265,Virgem,173793,True,46,Xamã;Bagua Records;Neo Beats,Zodíaco,0.894,0.403,3,-7.567,1.0,0.0916,0.412,2.44e-06,0.111,0.609,100.051,4.0,286.0,brazil
266,All I Need,153693,False,50,Prateek Kuhad,The Way That Lovers Do,0.786,0.356,6,-11.432,1.0,0.0462,0.771,0.694,0.1,0.519,116.023,4.0,291.0,indian
267,RED,253893,False,52,Survive Said The Prophet,RED,0.449,0.693,5,-4.592,1.0,0.0351,0.0165,0.0,0.302,0.423,107.997,4.0,443.0,j-dance
268,Methamorphosis For Tapes (Homage A Gholamali Margiri),399656,False,0,Parsa Hadavi,Noise A Noise 19,0.254,0.61,0,-11.695,1.0,0.274,0.654,0.0215,0.182,0.0349,115.766,3.0,717.0,iranian
269,Holy Is The Lord - Arriving Album Version,252533,False,46,Chris Tomlin,How Great Is Our God: The Essential Collection,0.467,0.708,10,-4.149,1.0,0.0269,0.000992,0.0,0.238,0.422,83.954,4.0,348.0,afrobeat
270,Better Change Your Mind - Mixed,153306,False,18,William Onyeabor,DJ-Kicks (Brandt Brauer Frick) [DJ Mix],0.803,0.67,11,-9.929,0.0,0.0738,0.123,0.00629,0.331,0.87,117.457,4.0,299.0,afrobeat
271,"Insomnia, Pt. 1",412291,False,28,Numb,"Insomnia, Pt. 1",0.711,0.34,2,-15.098,1.0,0.0495,0.0863,0.884,0.0855,0.31,160.144,4.0,1081.0,industrial
272,Baarishein,207309,False,81,Anuv Jain,Baarishein,0.475,0.124,2,-9.463,1.0,0.0444,0.926,0.0,0.0972,0.19,94.42,4.0,283.0,indian
273,Can We Just Vibe?,164117,False,45,Talented Mr Tipsy,Can We Just Vibe?,0.553,0.827,6,-7.83,1.0,0.0446,0.00993,0.844,0.173,0.821,170.021,4.0,463.0,study
274,Um Milhão de Anos - Ao Vivo,436119,False,40,Theo Rubia;AC Music,MFD - Manifestação dos Filhos de Deus (Ao Vivo),0.459,0.61,7,-7.836,0.0,0.033,0.00623,0.0,0.0763,0.109,134.08,4.0,972.0,brazil
275,Nyctophilia,297142,False,34,AGLORY,Lethal - EP,0.738,0.718,1,-3.59,1.0,0.0553,0.0014,0.878,0.339,0.064,104.971,4.0,515.0,techno
